date,active_addresses
2023-01-03,645565.0
2023-01-07,601071.0
2023-01-11,661284.0
2023-01-15,605147.0
2023-01-19,684950.0
2023-01-23,651866.0
2023-01-27,699439.0
2023-01-31,709466.0
2023-02-04,691143.0
2023-02-08,682912.0
2023-02-12,617837.0
2023-02-16,759215.0
2023-02-20,615969.0
2023-02-24,695824.0
2023-02-28,731797.0
2023-03-04,678996.0
2023-03-08,656385.0
2023-03-12,621363.0
2023-03-16,687640.0
2023-03-20,725399.0
2023-03-24,683787.0
2023-03-28,684623.0
2023-04-01,702374.0
2023-04-05,719774.0
2023-04-09,570129.0
2023-04-13,720191.0
2023-04-17,665181.0
2023-04-21,771581.0
2023-04-25,663868.0
2023-04-29,628996.0
2023-05-03,728440.0
2023-05-07,482095.0
2023-05-11,596717.0
2023-05-15,579485.0
2023-05-19,664491.0
2023-05-23,636984.0
2023-05-27,672783.0
2023-05-31,709100.0
2023-06-04,588801.0
2023-06-08,682296.0
2023-06-12,617352.0
2023-06-16,765014.0
2023-06-20,746599.0
2023-06-24,683837.0
2023-06-28,627350.0
2023-07-02,534333.0
2023-07-06,709055.0
2023-07-10,679425.0
2023-07-14,760021.0
2023-07-18,775244.0
2023-07-22,556589.0
2023-07-26,737067.0
2023-07-30,800500.0
2023-08-03,716303.0
2023-08-07,676210.0
2023-08-11,733810.0
2023-08-15,786113.0
2023-08-19,628343.0
2023-08-23,652036.0
2023-08-27,606069.0
2023-08-31,742110.0
2023-09-04,730142.0
2023-09-08,694292.0
2023-09-12,784703.0
2023-09-16,876224.0
2023-09-20,823616.0
2023-09-24,685778.0
2023-09-28,639899.0
2023-10-02,691873.0
2023-10-06,679001.0
2023-10-10,629505.0
2023-10-14,612783.0
2023-10-18,613906.0
2023-10-22,577606.0
2023-10-26,778594.0
2023-10-30,779588.0
2023-11-03,789502.0
2023-11-07,737771.0
2023-11-11,894325.0
2023-11-15,770577.0
2023-11-19,806772.0
2023-11-23,771284.0
2023-11-27,759608.0
2023-12-01,844580.0
2023-12-05,674260.0
2023-12-09,739198.0
2023-12-13,617899.0
2023-12-17,570690.0
2023-12-21,699086.0
2023-12-25,572121.0
2023-12-29,703116.0
