date,active_addresses
2024-01-02,550846.0
2024-01-06,572161.0
2024-01-10,605995.0
2024-01-14,616604.0
2024-01-18,678147.0
2024-01-22,620801.0
2024-01-26,683719.0
2024-01-30,687547.0
2024-02-03,668270.0
2024-02-07,640781.0
2024-02-11,558692.0
2024-02-15,612859.0
2024-02-19,617452.0
2024-02-23,679759.0
2024-02-27,674490.0
2024-03-02,623680.0
2024-03-06,681667.0
2024-03-10,627815.0
2024-03-14,663447.0
2024-03-18,673489.0
2024-03-22,679058.0
2024-03-26,648004.0
2024-03-30,614851.0
2024-04-03,714141.0
2024-04-07,652726.0
2024-04-11,631803.0
2024-04-15,666015.0
2024-04-19,727141.0
2024-04-23,441797.0
2024-04-27,673970.0
2024-05-01,587665.0
2024-05-05,429326.0
2024-05-09,513026.0
2024-05-13,466123.0
2024-05-17,514199.0
2024-05-21,508542.0
2024-05-25,465497.0
2024-05-29,449070.0
2024-06-02,393004.0
2024-06-06,476121.0
2024-06-10,473053.0
2024-06-14,475827.0
2024-06-18,484883.0
2024-06-22,456727.0
2024-06-26,476277.0
2024-06-30,465981.0
2024-07-04,487582.0
2024-07-08,534832.0
2024-07-12,486027.0
2024-07-16,492843.0
2024-07-20,444989.0
2024-07-24,484767.0
2024-07-28,431944.0
2024-08-01,550192.0
2024-08-05,572484.0
2024-08-09,505594.0
2024-08-13,499256.0
2024-08-17,468048.0
2024-08-21,528523.0
2024-08-25,410926.0
2024-08-29,537264.0
2024-09-02,497761.0
2024-09-06,541499.0
2024-09-10,496236.0
2024-09-14,497081.0
2024-09-18,503606.0
2024-09-22,439610.0
2024-09-26,515965.0
2024-09-30,513555.0
2024-10-04,553982.0
2024-10-08,556194.0
2024-10-12,440477.0
2024-10-16,465015.0
2024-10-20,462770.0
2024-10-24,453818.0
2024-10-28,535356.0
2024-11-01,556938.0
2024-11-05,548496.0
2024-11-09,502341.0
2024-11-13,636591.0
2024-11-17,518085.0
2024-11-21,666198.0
2024-11-25,593158.0
2024-11-29,551876.0
2024-12-03,613585.0
2024-12-07,523611.0
2024-12-11,617471.0
2024-12-15,540459.0
2024-12-19,634202.0
2024-12-23,528563.0
2024-12-27,568492.0
2024-12-31,545227.0
