date,active_addresses
2017-01-03,515024.0
2017-01-07,503341.0
2017-01-11,491693.0
2017-01-15,417279.0
2017-01-19,516339.0
2017-01-23,425650.0
2017-01-27,462951.0
2017-01-31,523037.0
2017-02-04,500098.0
2017-02-08,516491.0
2017-02-12,422085.0
2017-02-16,489190.0
2017-02-20,503953.0
2017-02-24,590852.0
2017-02-28,542157.0
2017-03-04,489858.0
2017-03-08,526233.0
2017-03-12,422479.0
2017-03-16,594406.0
2017-03-20,512638.0
2017-03-24,540390.0
2017-03-28,553957.0
2017-04-01,502791.0
2017-04-05,577217.0
2017-04-09,489533.0
2017-04-13,449522.0
2017-04-17,469210.0
2017-04-21,612636.0
2017-04-25,580199.0
2017-04-29,634026.0
2017-05-03,547222.0
2017-05-07,581370.0
2017-05-11,568522.0
2017-05-15,636240.0
2017-05-19,633618.0
2017-05-23,687291.0
2017-05-27,651462.0
2017-05-31,614127.0
2017-06-04,537388.0
2017-06-08,609713.0
2017-06-12,538625.0
2017-06-16,536166.0
2017-06-20,591484.0
2017-06-24,469728.0
2017-06-28,549137.0
2017-07-02,409306.0
2017-07-06,459295.0
2017-07-10,567053.0
2017-07-14,473083.0
2017-07-18,561056.0
2017-07-22,433136.0
2017-07-26,460147.0
2017-07-30,386559.0
2017-08-03,427729.0
2017-08-07,512718.0
2017-08-11,580988.0
2017-08-15,650900.0
2017-08-19,535351.0
2017-08-23,628517.0
2017-08-27,509083.0
2017-08-31,589298.0
2017-09-04,561329.0
2017-09-08,606486.0
2017-09-12,549110.0
2017-09-16,486763.0
2017-09-20,480583.0
2017-09-24,383449.0
2017-09-28,561793.0
2017-10-02,606138.0
2017-10-06,609683.0
2017-10-10,613364.0
2017-10-14,594482.0
2017-10-18,646494.0
2017-10-22,573815.0
2017-10-26,555570.0
2017-10-30,672661.0
2017-11-03,670963.0
2017-11-07,714417.0
2017-11-11,459977.0
2017-11-15,709294.0
2017-11-19,603430.0
2017-11-23,747162.0
2017-11-27,829651.0
2017-12-01,869275.0
2017-12-05,891236.0
2017-12-09,877575.0
2017-12-13,958477.0
2017-12-17,877465.0
2017-12-21,840740.0
2017-12-25,565075.0
2017-12-29,838926.0
