date,interest_rate
1968-01-01,4.61
1968-02-01,4.71
1968-03-01,5.05
1968-04-01,5.76
1968-05-01,6.12
1968-06-01,6.07
1968-07-01,6.03
1968-08-01,6.03
1968-09-01,5.78
1968-10-01,5.91
1968-11-01,5.82
1968-12-01,6.02
