date,interest_rate
1986-01-01,8.14
1986-02-01,7.86
1986-03-01,7.48
1986-04-01,6.99
1986-05-01,6.85
1986-06-01,6.92
1986-07-01,6.56
1986-08-01,6.17
1986-09-01,5.89
1986-10-01,5.85
1986-11-01,6.04
1986-12-01,6.91
