,btc_close,active_addresses,dxy_close,eth_close,fear_greed,gold_close,interest_rate,sp500_close,trend,btc_log_return,btc_rsi,eth_log_return,sp500_log_return,gold_log_return,dxy_log_return
2014-10-01,383.614990234375,184302.0,85.97000122070312,,,1214.5999755859375,0.09,1946.1600341796875,23.0,-0.008640560327416795,31.461697343776336,,-0.013337106112637435,0.0033812869848655067,0.00034900563041516424
2014-10-02,375.0719909667969,184302.0,85.5999984741211,,,1214.199951171875,0.09,1946.1700439453125,23.0,-0.022521436563615105,35.852649147070125,,5.143328250229687e-06,-0.00032940088088161584,-0.0043131470635201065
2014-10-03,359.5119934082031,184302.0,86.69000244140625,,,1192.199951171875,0.09,1967.9000244140625,23.0,-0.042370445494222315,39.00083108374995,,0.011103635523902509,-0.01828508465259203,0.012653299721030485
2014-10-04,328.8659973144531,184302.0,86.69000244140625,,,1192.199951171875,0.09,1967.9000244140625,23.0,-0.0890971731632362,27.38169672309992,,0.0,0.0,0.0
2014-10-05,320.510009765625,220026.0,86.69000244140625,,,1192.199951171875,0.09,1967.9000244140625,100.0,-0.02573685720834996,27.65159729425382,,0.0,0.0,0.0
2014-10-06,330.0790100097656,220026.0,85.70999908447266,,,1206.699951171875,0.09,1964.8199462890625,100.0,0.029418542484082596,30.13893481514323,,-0.0015663860013981836,0.012089021785870069,-0.011369070813933582
2014-10-07,336.18701171875,220026.0,85.66999816894531,,,1211.699951171875,0.09,1935.0999755859375,100.0,0.018335537549769843,17.642548549219,,-0.015241618619128634,0.004134971324894569,-0.0004668096265001047
2014-10-08,352.94000244140625,220026.0,85.30000305175781,,,1205.300048828125,0.09,1968.8900146484375,100.0,0.048630490107531996,27.775350675520585,,0.01731094749805919,-0.005295752834792832,-0.0043281943282097645
2014-10-09,365.0260009765625,159411.0,85.5199966430664,,,1224.5999755859375,0.09,1928.2099609375,100.0,0.03367050886515816,35.319233062186115,,-0.02087784845431496,0.01588570100202032,0.0025757371891948484
2014-10-10,361.56201171875,159411.0,85.91000366210938,,,1221.0,0.09,1906.1300048828125,100.0,-0.009535019685869594,36.15974490007076,,-0.011517080026210946,-0.0029440449967924726,0.004550051813651386
2014-10-11,362.2990112304687,159411.0,85.91000366210938,,,1221.0,0.09,1906.1300048828125,100.0,0.0020363018397689513,37.64907555686433,,0.0,0.0,0.0
2014-10-12,378.5490112304687,159411.0,85.91000366210938,,,1221.0,0.09,1906.1300048828125,82.0,0.04387568380252533,50.47305935070763,,0.0,0.0,0.0
2014-10-13,390.41400146484375,181958.0,85.43000030517578,,,1229.300048828125,0.09,1874.739990234375,82.0,0.030862165749712976,54.8296193540155,,-0.016605033202522507,0.006774746282857514,-0.0056029485414820805
2014-10-14,400.8699951171875,181958.0,85.81999969482422,,,1233.5999755859375,0.09,1877.699951171875,82.0,0.02642945473533767,54.529605069204656,,0.001577619680866768,0.0034917626245959963,0.004554745271620884
2014-10-15,394.77301025390625,181958.0,85.1500015258789,,,1244.0999755859375,0.09,1862.489990234375,82.0,-0.015326230901940996,53.56509204030842,,-0.008133300726077349,0.008475653278412215,-0.007837650978789936
2014-10-16,382.5559997558594,181958.0,85.0,,,1240.5,0.09,1862.760009765625,82.0,-0.031435894996154054,52.33635884862235,,0.0001449672004417697,-0.0028978331647147772,-0.0017631685382739108
2014-10-17,383.7579956054687,157606.0,85.19000244140625,,,1238.300048828125,0.09,1886.760009765625,82.0,0.0031370869973755405,58.31447690334128,,0.012801813377146141,-0.001775013479223972,0.0022328282227988576
2014-10-18,391.4419860839844,157606.0,85.19000244140625,,,1238.300048828125,0.09,1886.760009765625,82.0,0.01982518661870101,75.4697107083856,,0.0,0.0,0.0
2014-10-19,389.5459899902344,157606.0,85.19000244140625,,,1238.300048828125,0.09,1886.760009765625,75.0,-0.004855387987120306,79.65872234847859,,0.0,0.0,0.0
2014-10-20,382.8450012207031,157606.0,84.94999694824219,,,1244.0,0.09,1904.010009765625,75.0,-0.017351722052715512,73.2416679884614,,0.009101116121281314,0.0045924836464930644,-0.0028212725193398607
2014-10-21,386.4750061035156,157606.0,85.30999755859375,,,1251.0,0.09,1941.280029296875,75.0,0.009436987957972875,72.64451114486748,,0.01938537082775091,0.005611237167786386,0.004228840108772779
2014-10-22,383.1579895019531,171493.0,85.73999786376953,,,1244.800048828125,0.09,1927.1099853515625,75.0,-0.008619789324393464,65.48021540725297,,-0.007326100661612184,-0.004968317817105904,0.0050277839520682455
2014-10-23,358.4169921875,171493.0,85.83999633789062,,,1228.5,0.09,1950.8199462890625,75.0,-0.06675031813644425,47.00290625259487,,0.012228305721599457,-0.013181000688571457,0.001165619405787215
2014-10-24,358.3450012207031,171493.0,85.7300033569336,,,1231.199951171875,0.09,1964.5799560546875,75.0,-0.00020087830465635576,48.49482444639839,,0.007028690175716194,0.0021953509044639477,-0.0012821938126934913
2014-10-25,347.27099609375,171493.0,85.7300033569336,,,1231.199951171875,0.09,1964.5799560546875,75.0,-0.031390769190214725,43.5888382527782,,0.0,0.0,0.0
2014-10-26,354.7040100097656,184703.0,85.7300033569336,,,1231.199951171875,0.09,1964.5799560546875,72.0,0.021178223352178425,38.999858935188776,,0.0,0.0,0.0
2014-10-27,352.989013671875,184703.0,85.5,,,1229.0999755859375,0.09,1961.6300048828125,72.0,-0.004846733365239283,30.95129364603021,,-0.001502696878837878,-0.001707089508128366,-0.002686485904995698
2014-10-28,357.6180114746094,184703.0,85.41000366210938,,,1229.199951171875,0.09,1985.050048828125,72.0,0.013028475982844394,26.597270498096947,,0.011868364566910393,8.133717526033627e-05,-0.0010531431078374832
2014-10-29,335.59100341796875,184703.0,85.94999694824219,,,1224.300048828125,0.09,1982.300048828125,72.0,-0.06357224291092703,22.686407400521688,,-0.0013863159906425204,-0.003994219570477067,0.006302463487781423
2014-10-30,345.30499267578125,176402.0,86.1500015258789,,,1198.0999755859375,0.09,1994.6500244140625,72.0,0.028534896464091998,32.401374740088016,,0.006210797247873184,-0.021632343693815777,0.002324284363165042
2014-10-31,338.3210144042969,176402.0,86.87999725341797,,,1171.0999755859375,0.09,2018.050048828125,72.0,-0.02043287172521867,29.646025320816506,,0.011663114233148569,-0.02279349106756589,0.008437843886287908
2014-11-01,325.7489929199219,176402.0,86.87999725341797,,,1171.0999755859375,0.09,2018.050048828125,72.0,-0.037868067090557754,21.80679352353131,,0.0,0.0,0.0
2014-11-02,325.8919982910156,176402.0,86.87999725341797,,,1171.0999755859375,0.09,2018.050048828125,73.0,0.0004389084643792419,22.264542733699386,,0.0,0.0,0.0
2014-11-03,327.5539855957031,173647.0,87.30999755859375,,,1169.4000244140625,0.09,2017.81005859375,73.0,0.005086850113011883,24.801979151483863,,-0.00011892891639947338,-0.0014526395819748322,0.0049371512881000975
2014-11-04,330.49200439453125,173647.0,86.9800033569336,,,1167.4000244140625,0.09,2012.0999755859375,73.0,0.008929583542813927,24.324676876979936,,-0.0028338532526650333,-0.0017117429361120766,-0.003786730096404121
2014-11-05,339.4859924316406,173647.0,87.44000244140625,,,1145.4000244140625,0.09,2023.5699462890625,73.0,0.02685022019464371,30.962179892422995,,0.005684311060804489,-0.019025132408248453,0.005274626025406656
2014-11-06,349.2900085449219,173647.0,88.01000213623047,,,1142.300048828125,0.09,2031.2099609375,73.0,0.028469860439230645,45.42557607612675,,0.003768403644328259,-0.002710125789287498,0.006497596869093889
2014-11-07,342.4150085449219,163758.0,87.63999938964844,,,1169.5999755859375,0.09,2031.9200439453125,73.0,-0.01987907050661142,42.525623659393624,,0.00034952512678080786,0.023617972636309083,-0.004212960895345812
2014-11-08,345.4880065917969,163758.0,87.63999938964844,,,1169.5999755859375,0.09,2031.9200439453125,73.0,0.008934452738033633,49.09550786710769,,0.0,0.0,0.0
2014-11-09,363.2640075683594,163758.0,87.63999938964844,,,1169.5999755859375,0.09,2031.9200439453125,85.0,0.050171934079645264,53.92999334198651,,0.0,0.0,0.0
2014-11-10,366.9240112304687,163758.0,87.80999755859375,,,1159.5999755859375,0.09,2038.260009765625,85.0,0.01002490925623561,56.285462423114836,,0.003115327019558855,-0.008586692128022691,0.0019378538056589404
2014-11-11,367.6950073242187,170263.0,87.52999877929688,,,1162.800048828125,0.09,2039.6800537109375,85.0,0.002099037344141317,54.70918413769516,,0.0006964516302874351,0.0027558346829369487,-0.003193783770385966
2014-11-12,423.5610046386719,170263.0,87.81999969482422,,,1158.9000244140625,0.09,2038.25,85.0,0.1414437423595009,81.23224862360809,,-0.0007013625789179808,-0.003359631269643953,0.0033076838603216903
2014-11-13,420.7349853515625,170263.0,87.66999816894531,,,1161.0999755859375,0.09,2039.3299560546875,85.0,-0.006694405456441629,78.15728041287943,,0.0005297044284002311,0.0018965101993661689,-0.001709516943823998
2014-11-14,397.8179931640625,170263.0,87.52999877929688,,,1185.0,0.09,2039.8199462890625,85.0,-0.05600854991385603,69.84859619019578,,0.0002402413485468054,0.020374963962937753,-0.0015981669164975365
2014-11-15,376.1329956054687,150621.0,87.52999877929688,,,1185.0,0.09,2039.8199462890625,85.0,-0.05605180451604595,65.84502047589294,,0.0,0.0,0.0
2014-11-16,387.8819885253906,150621.0,87.52999877929688,,,1185.0,0.09,2039.8199462890625,75.0,0.0307583475088815,68.16865202528044,,0.0,0.0,0.0
2014-11-17,387.4079895019531,150621.0,87.93000030517578,,,1183.0,0.09,2041.3199462890625,75.0,-0.00122276592224785,67.66563469053865,,0.0007350887776586797,-0.001689189590844829,0.004559469063342846
2014-11-18,375.197998046875,150621.0,87.58000183105469,,,1196.699951171875,0.09,2051.800048828125,75.0,-0.032024492730085764,62.51007261161682,,0.005120849353688389,0.011514142798772496,-0.0039883645811019395
2014-11-19,380.5549926757813,172491.0,87.6500015258789,,,1193.5999755859375,0.09,2048.719970703125,75.0,0.014176812837003124,61.731117615666776,,-0.0015022868756188182,-0.0025937977818038796,0.0007989464955396857
2014-11-20,357.8399963378906,172491.0,87.58999633789062,,,1190.699951171875,0.09,2052.75,75.0,-0.06154474536821272,52.2744896958471,,0.001965164013202754,-0.0024326015461423,-0.0006848344106934459
2014-11-21,350.8479919433594,172491.0,88.30999755859375,,,1197.5,0.09,2063.5,75.0,-0.019732890613733702,52.24196822501789,,0.0052232126037382535,0.005694721835857317,0.008186529469523997
2014-11-22,352.9200134277344,172491.0,88.30999755859375,,,1197.5,0.09,2063.5,75.0,0.0058883821245041875,51.98642394423409,,0.0,0.0,0.0
2014-11-23,367.572998046875,223748.0,88.30999755859375,,,1197.5,0.09,2063.5,72.0,0.04068049266746527,51.17125875663098,,0.0,0.0,0.0
2014-11-24,376.9010009765625,223748.0,88.1500015258789,,,1195.5,0.09,2069.409912109375,72.0,0.02506062301536968,52.63085469502218,,0.00285992981373923,-0.0016715423866908656,-0.0018133976809400676
2014-11-25,375.3479919433594,223748.0,87.91999816894531,,,1197.0999755859375,0.09,2067.030029296875,72.0,-0.004128981904106339,52.009743980096594,,-0.0011506914684172845,0.001337436964606127,-0.002612636884913341
2014-11-26,368.3699951171875,223748.0,87.61000061035156,,,1196.5999755859375,0.09,2072.830078125,72.0,-0.018765719594816287,30.499117203120093,,0.0028020524716035632,-0.00041776330991452246,-0.003532135624032258
2014-11-27,369.6700134277344,181363.0,87.61000061035156,,,1196.5999755859375,0.09,2072.830078125,72.0,0.003522897512379116,31.760295428587526,,0.0,0.0,0.0
2014-11-28,376.4469909667969,181363.0,88.36000061035156,,,1175.199951171875,0.09,2067.56005859375,72.0,0.018166490984887675,41.37173500715979,,-0.0025456646370122207,-0.018045877242183227,0.008524231814510688
2014-11-29,375.4909973144531,181363.0,88.36000061035156,,,1175.199951171875,0.09,2067.56005859375,72.0,-0.0025427473603651814,49.68869484459014,,0.0,0.0,0.0
2014-11-30,378.0469970703125,181363.0,88.36000061035156,,,1175.199951171875,0.09,2067.56005859375,73.0,0.006784023042740145,44.76422072632501,,0.0,0.0,0.0
2014-12-01,379.2449951171875,181684.0,87.94999694824219,,,1218.0,0.12,2053.43994140625,73.0,0.003163902586034823,45.687571803940706,,-0.006852789344834434,0.035771864958954666,-0.004650948974686079
2014-12-02,381.31500244140625,181684.0,88.6500015258789,,,1199.199951171875,0.12,2066.550048828125,73.0,0.005443390244398497,53.61931485774955,,0.006364166758848178,-0.015555542198704184,0.007927613247827371
2014-12-03,375.010009765625,181684.0,88.95999908447266,,,1208.5,0.12,2074.330078125,73.0,-0.01667309327292109,46.7555365405246,,0.0037576738340269794,0.007725294072399523,0.003490770478209947
2014-12-04,369.60400390625,181684.0,88.69999694824219,,,1207.5,0.12,2071.919921875,73.0,-0.014520545533967717,58.63172503731622,,-0.0011625717317858438,-0.000827814616809933,-0.0029269653006764036
2014-12-05,376.85400390625,194196.0,89.33000183105469,,,1190.0999755859375,0.12,2075.3701171875,73.0,0.01942568211280815,69.00968458510474,,0.0016638315989210529,-0.014514789852628834,0.007077543301246826
2014-12-06,374.7850036621094,194196.0,89.33000183105469,,,1190.0999755859375,0.12,2075.3701171875,73.0,-0.005505316911438858,65.98341675225694,,0.0,0.0,0.0
2014-12-07,375.0950012207031,194196.0,89.33000183105469,,,1190.0999755859375,0.12,2075.3701171875,82.0,0.0008267924847559234,56.957602493525975,,0.0,0.0,0.0
2014-12-08,361.9089965820313,194196.0,89.04000091552734,,,1194.699951171875,0.12,2060.31005859375,82.0,-0.03578654091018663,37.05666676854302,,-0.007283022149715385,0.0038577502784623457,-0.003251680961900923
2014-12-09,352.218994140625,186519.0,88.69000244140625,,,1231.5,0.12,2059.820068359375,82.0,-0.027139664971795784,32.49155985675205,,-0.00023785182583414743,0.030337871608031437,-0.003938546333718707
2014-12-10,346.364990234375,186519.0,88.2699966430664,,,1228.9000244140625,0.12,2026.1400146484375,82.0,-0.016760020464782286,33.05404206196111,,-0.016486121183048656,-0.0021134584034431018,-0.004746909913921535
2014-12-11,350.5060119628906,186519.0,88.66000366210938,,,1225.0999755859375,0.12,2035.3299560546875,82.0,0.011884754732860379,35.86058320596662,,0.004525433971620777,-0.003097026785244945,0.004408609620145718
2014-12-12,352.5419921875,186519.0,88.36000061035156,,,1222.0,0.12,2002.3299560546875,82.0,0.005791883069589239,31.035908639504115,,-0.01634646579165845,-0.002533592640363915,-0.0033894851625262505
2014-12-13,347.3760070800781,155092.0,88.36000061035156,,,1222.0,0.12,2002.3299560546875,82.0,-0.014761954756862644,29.092619808625727,,0.0,0.0,0.0
2014-12-14,351.6319885253906,155092.0,88.36000061035156,,,1222.0,0.12,2002.3299560546875,81.0,0.012177354377937011,30.84119141521616,,0.0,0.0,0.0
2014-12-15,345.3450012207031,155092.0,88.45999908447266,,,1207.199951171875,0.12,1989.6300048828125,81.0,-0.01804122065223821,27.10263459817297,,-0.006362786271721939,-0.012185272725321912,0.0011310766310897306
2014-12-16,327.06201171875,155092.0,88.12999725341797,,,1193.9000244140625,0.12,1972.739990234375,81.0,-0.05439412969735232,19.939261739292178,,-0.008525259865380821,-0.011078308205875124,-0.0037374961441126097
2014-12-17,319.7760009765625,209988.0,89.12999725341797,,,1194.300048828125,0.12,2012.8900146484375,81.0,-0.022529037468551814,19.724826502728575,,0.02014807324329562,0.0003350007583413977,0.011282981380716012
2014-12-18,311.39599609375,209988.0,89.23999786376953,,,1194.699951171875,0.12,2061.22998046875,81.0,-0.026555352175350936,19.102051871540638,,0.02373137488570905,0.000334786393876181,0.0012333982991292998
2014-12-19,317.8429870605469,209988.0,89.5999984741211,,,1195.9000244140625,0.12,2070.64990234375,81.0,0.02049210790497289,18.406462248814222,,0.004559637967419008,0.0010039934370030211,0.00402595732469225
2014-12-20,329.95599365234375,209988.0,89.5999984741211,,,1195.9000244140625,0.12,2070.64990234375,81.0,0.037401783536729974,28.329857256110827,,0.0,0.0,0.0
2014-12-21,320.8429870605469,205666.0,89.5999984741211,,,1195.9000244140625,0.12,2070.64990234375,88.0,-0.02800742641911091,25.83170328896459,,0.0,0.0,0.0
2014-12-22,331.885986328125,205666.0,89.7699966430664,,,1179.699951171875,0.12,2078.5400390625,88.0,0.03383962868132819,36.36494925146745,,0.003803222479927145,-0.013638932932058225,0.0018955034227835562
2014-12-23,334.5719909667969,205666.0,90.05999755859375,,,1177.9000244140625,0.12,2082.169921875,88.0,0.008060580781696913,41.441053141054766,,0.0017448386297044874,-0.001526914765997342,0.003225281390991791
2014-12-24,322.53399658203125,205666.0,89.97000122070312,,,1173.5,0.12,2081.8798828125,88.0,-0.036643529605327387,39.095858321310615,,-0.0001393062410745646,-0.0037424764004305444,-0.00099979276784352
2014-12-25,319.00799560546875,140109.0,89.97000122070312,,,1173.5,0.12,2081.8798828125,88.0,-0.010992379373534256,35.50615084274452,,0.0,0.0,0.0
2014-12-26,327.92401123046875,140109.0,90.02999877929688,,,1195.300048828125,0.12,2088.77001953125,88.0,0.02756574140127263,39.34655286536183,,0.0033041099821209488,0.018406504442956564,0.0006666395646189669
2014-12-27,315.8630065917969,140109.0,90.02999877929688,,,1195.300048828125,0.12,2088.77001953125,88.0,-0.03747331232117634,37.130721968120234,,0.0,0.0,0.0
2014-12-28,317.239013671875,140109.0,90.02999877929688,,,1195.300048828125,0.12,2088.77001953125,74.0,0.004346879974207228,35.616256877015104,,0.0,0.0,0.0
2014-12-29,312.6700134277344,163563.0,90.19000244140624,,,1181.699951171875,0.12,2090.570068359375,74.0,-0.014507111911498326,36.13551865130873,,0.000861403428089447,-0.011443202409303596,0.0017756486856684854
2014-12-30,310.73699951171875,163563.0,89.98999786376953,,,1200.199951171875,0.12,2080.35009765625,74.0,-0.0062014705350289445,41.95709673772105,,-0.004900593034504285,0.01553413054735682,-0.0022200539398803316
2014-12-31,320.1929931640625,163563.0,90.2699966430664,,,1183.9000244140625,0.12,2058.89990234375,74.0,0.029977023965103558,50.20114030537291,,-0.01036438356125046,-0.013674074832770782,0.0031066128150386268
2015-01-01,314.2489929199219,163563.0,90.2699966430664,,,1183.9000244140625,0.11,2058.89990234375,74.0,-0.018738274882211695,51.40929042987376,,0.0,0.0,0.0
2015-01-02,315.0320129394531,179406.0,91.08000183105467,,,1186.0,0.11,2058.199951171875,74.0,0.0024886192856885233,48.52916472652459,,-0.0003400214731352804,0.0017722065183534792,0.008933119176981147
2015-01-03,281.0820007324219,179406.0,91.08000183105467,,,1186.0,0.11,2058.199951171875,74.0,-0.11402781772464736,29.183790344572287,,0.0,0.0,0.0
2015-01-04,264.19500732421875,179406.0,91.08000183105467,,,1186.0,0.11,2058.199951171875,86.0,-0.061958949741243954,27.371232086157605,,0.0,0.0,0.0
2015-01-05,274.4739990234375,179406.0,91.37999725341795,,,1203.9000244140625,0.11,2020.5799560546875,86.0,0.03816904066200965,26.92519413846091,,-0.01844721353258727,0.01498000666245465,0.00328834477907132
2015-01-06,286.1889953613281,179159.0,91.5,,,1219.300048828125,0.11,2002.6099853515625,86.0,0.0417958802770686,31.86993491348099,,-0.00893325469070017,0.01271065639212335,0.0013123662030594518
2015-01-07,294.3370056152344,179159.0,91.88999938964844,,,1210.5999755859375,0.11,2025.9000244140625,86.0,0.0280729729527459,39.11674971206401,,0.011562735844876304,-0.00716087932157311,0.004253230589119972
2015-01-08,283.3489990234375,179159.0,92.37000274658205,,,1208.4000244140625,0.11,2062.139892578125,86.0,-0.038046038508232904,36.986248886817826,,0.01773016812715569,-0.0018188935745322122,0.005210077468490509
2015-01-09,290.4079895019531,179159.0,91.94000244140624,,,1216.0,0.11,2044.81005859375,86.0,0.02460744467252288,36.120397486209306,,-0.008439322147078786,0.006269592809968894,-0.004666063406662341
2015-01-10,274.7959899902344,242729.0,91.94000244140624,,,1216.0,0.11,2044.81005859375,86.0,-0.05525782685593136,35.195637298152434,,0.0,0.0,0.0
2015-01-11,265.6600036621094,242729.0,91.94000244140624,,,1216.0,0.11,2044.81005859375,98.0,-0.03381165828602173,32.39131607992968,,0.0,0.0,0.0
2015-01-12,267.7959899902344,242729.0,91.9800033569336,,,1232.699951171875,0.11,2028.260009765625,98.0,0.008008149758100299,34.42155474246542,,-0.008126616843470486,0.013640062420648448,0.00043498167569568216
2015-01-13,225.86099243164065,242729.0,92.30999755859376,,,1234.300048828125,0.11,2023.030029296875,98.0,-0.1703057269491352,26.939374939160686,,-0.0025818854358163217,0.0012972013624871278,0.003581252946033692
2015-01-14,178.10299682617188,217076.0,92.16000366210938,,,1234.4000244140625,0.11,2011.27001953125,98.0,-0.23755771549530535,18.045246948344953,,-0.00583002896797565,8.099451778340471e-05,-0.001626214870143322
2015-01-15,209.843994140625,217076.0,92.3499984741211,,,1264.699951171875,0.11,1992.6700439453125,98.0,0.164002352794029,28.961377507879163,,-0.009290903004567546,0.0242498594504341,0.0020594534384568565
2015-01-16,208.0970001220703,217076.0,92.5199966430664,,,1276.9000244140625,0.11,2019.4200439453125,98.0,-0.008360051860799687,28.534946866428683,,0.013334893186267299,0.009600383272961813,0.0018391109574419197
2015-01-17,199.2599945068359,217076.0,92.5199966430664,,,1276.9000244140625,0.11,2019.4200439453125,98.0,-0.043393840687306014,31.734361386449223,,0.0,0.0,0.0
2015-01-18,210.33900451660156,214984.0,92.5199966430664,,,1276.9000244140625,0.11,2019.4200439453125,79.0,0.05411005929718177,37.65732896525924,,0.0,0.0,0.0
2015-01-19,214.86099243164065,214984.0,92.5199966430664,,,1276.9000244140625,0.11,2019.4200439453125,79.0,0.021270735850478655,35.967662823755376,,0.0,0.0,0.0
2015-01-20,211.31500244140625,214984.0,93.0500030517578,,,1294.199951171875,0.11,2022.550048828125,79.0,-0.016641349425745793,31.670450908501948,,0.001548752433400387,0.013457421344314642,0.005712214805317536
2015-01-21,226.89700317382812,214984.0,92.9000015258789,,,1293.699951171875,0.11,2032.1199951171875,79.0,0.07114626123199319,34.070139785645395,,0.004720465022189361,-0.0003864137138910775,-0.0016133536404724575
2015-01-22,233.406005859375,186251.0,94.23999786376952,,,1300.699951171875,0.11,2063.14990234375,79.0,0.02828326756390444,37.94805799253111,,0.015154313070630327,0.005396251348961029,0.014321034990541836
2015-01-23,232.8789978027344,186251.0,95.0,,,1292.5999755859375,0.11,2051.820068359375,79.0,-0.002260455630801842,35.66555470305859,,-0.005506656279301935,-0.00624686858857903,0.008032194365244959
2015-01-24,247.8470001220703,186251.0,95.0,,,1292.5999755859375,0.11,2051.820068359375,79.0,0.062292624854732755,43.26352603098475,,0.0,0.0,0.0
2015-01-25,253.7180023193359,186251.0,95.0,,,1292.5999755859375,0.11,2051.820068359375,87.0,0.023411802380044235,46.9653069924452,,0.0,0.0,0.0
2015-01-26,273.4729919433594,216080.0,94.8000030517578,,,1279.4000244140625,0.11,2057.090087890625,87.0,0.07497944406522519,51.32406983638459,,0.0025651679986232745,-0.010264437842764765,-0.002107450148027244
2015-01-27,263.4750061035156,216080.0,94.0199966430664,,,1291.699951171875,0.11,2029.550048828125,87.0,-0.03724435725045598,60.30859993981458,,-0.013478287815857576,0.009567905338056997,-0.008261951560992548
2015-01-28,233.9149932861328,216080.0,94.47000122070312,,,1285.9000244140625,0.11,2002.1600341796875,87.0,-0.11900073718364432,66.9907819412226,,-0.01358750281102202,-0.004500261174159382,0.004774846811117266
2015-01-29,233.51300048828125,216080.0,94.77999877929688,,,1254.5999755859375,0.11,2021.25,87.0,-0.0017200206333921858,58.90461806237248,,0.00948951705826357,-0.024642104059361822,0.003276066957471415
2015-01-30,226.4250030517578,161500.0,94.8000030517578,,,1278.5,0.11,1994.989990234375,87.0,-0.030823974429389264,56.62886075189311,,-0.013077099006318498,0.018870738528237115,0.00021103779240371024
2015-01-31,217.46400451660156,161500.0,94.8000030517578,,,1278.5,0.11,1994.989990234375,87.0,-0.040380437381728564,56.578115068188616,,0.0,0.0,0.0
2015-02-01,226.9720001220703,161500.0,94.8000030517578,,,1278.5,0.11,1994.989990234375,79.0,0.04279332203631927,56.07944606690413,,0.0,0.0,0.0
2015-02-02,238.22900390625,161500.0,94.5,,,1276.199951171875,0.11,2020.8499755859375,79.0,0.04840574994570224,58.140350004337414,,0.012879170000215516,-0.0018006415575542159,-0.003169606952816463
2015-02-03,227.26800537109375,203192.0,93.5999984741211,,,1259.699951171875,0.11,2050.030029296875,79.0,-0.04710245086441019,55.284306373883474,,0.014336238577453099,-0.013013315577139663,-0.009569467318275873
2015-02-04,226.85299682617188,203192.0,93.98999786376952,,,1263.800048828125,0.11,2041.510009765625,79.0,-0.0018277448453036722,49.98379498156876,,-0.0041647065724529616,0.003249535378765735,0.004158003722514638
2015-02-05,217.11099243164065,203192.0,94.6999969482422,,,1262.0,0.11,2062.52001953125,79.0,-0.043893507993348985,44.13903254713647,,0.010238810710909235,-0.0014253298741546375,0.007525597062565297
2015-02-06,222.26600646972656,203192.0,94.6999969482422,,,1233.9000244140625,0.11,2055.469970703125,79.0,0.02346618327569626,46.30572369484037,,-0.00342402761187852,-0.022517859410575658,0.0
2015-02-07,227.7539978027344,159160.0,94.6999969482422,,,1233.9000244140625,0.11,2055.469970703125,79.0,0.02439119754380642,42.51160806949205,,0.0,0.0,0.0
2015-02-08,223.41200256347656,159160.0,94.6999969482422,,,1233.9000244140625,0.11,2055.469970703125,78.0,-0.019248477480192965,38.57515442058774,,0.0,0.0,0.0
