date,btc_close,eth_close,sp500_close,dxy_close,gold_close,active_addresses,interest_rate,bitcoin,fear_greed,btc_logret,btc_rsi14
2014-10-18,,,,,,157606.0,0.24,82.0,30.0,,
2014-10-19,,,,,,157606.0,0.24,75.0,30.0,,
2014-10-20,,,,,,157606.0,0.24,75.0,30.0,,
2014-10-21,,,,,,157606.0,0.24,75.0,30.0,,
2014-10-22,,,,,,171493.0,0.24,75.0,30.0,,
2014-10-23,,,,,,171493.0,0.24,75.0,30.0,,
2014-10-24,,,,,,171493.0,0.24,75.0,30.0,,
2014-10-25,,,,,,171493.0,0.24,75.0,30.0,,
2014-10-26,,,,,,184703.0,0.24,72.0,30.0,,
2014-10-27,,,,,,184703.0,0.24,72.0,30.0,,
2014-10-28,,,,,,184703.0,0.24,72.0,30.0,,
2014-10-29,,,,,,184703.0,0.24,72.0,30.0,,
2014-10-30,,,,,,176402.0,0.24,72.0,30.0,,
2014-10-31,,,,,,176402.0,0.24,72.0,30.0,,
2014-11-01,,,,,,176402.0,0.24,72.0,30.0,,
2014-11-02,,,,,,176402.0,0.24,73.0,30.0,,
2014-11-03,,,,,,173647.0,0.24,73.0,30.0,,
2014-11-04,,,,,,173647.0,0.24,73.0,30.0,,
2014-11-05,,,,,,173647.0,0.24,73.0,30.0,,
2014-11-06,,,,,,173647.0,0.24,73.0,30.0,,
2014-11-07,,,,,,163758.0,0.24,73.0,30.0,,
2014-11-08,,,,,,163758.0,0.24,73.0,30.0,,
2014-11-09,,,,,,163758.0,0.24,85.0,30.0,,
2014-11-10,,,,,,163758.0,0.24,85.0,30.0,,
2014-11-11,,,,,,170263.0,0.24,85.0,30.0,,
2014-11-12,,,,,,170263.0,0.24,85.0,30.0,,
2014-11-13,,,,,,170263.0,0.24,85.0,30.0,,
2014-11-14,,,,,,170263.0,0.24,85.0,30.0,,
2014-11-15,,,,,,150621.0,0.24,85.0,30.0,,
2014-11-16,,,,,,150621.0,0.24,85.0,30.0,,
2014-11-17,,,,,,150621.0,0.24,85.0,30.0,,
2014-11-18,,,,,,150621.0,0.24,85.0,30.0,,
2014-11-19,,,,,,172491.0,0.24,85.0,30.0,,
2014-11-20,,,,,,172491.0,0.24,85.0,30.0,,
2014-11-21,,,,,,172491.0,0.24,85.0,30.0,,
2014-11-22,,,,,,172491.0,0.24,85.0,30.0,,
2014-11-23,,,,,,223748.0,0.24,85.0,30.0,,
2014-11-24,,,,,,223748.0,0.24,85.0,30.0,,
2014-11-25,,,,,,223748.0,0.24,85.0,30.0,,
2014-11-26,,,,,,223748.0,0.24,85.0,30.0,,
2014-11-27,,,,,,181363.0,0.24,85.0,30.0,,
2014-11-28,,,,,,181363.0,0.24,85.0,30.0,,
2014-11-29,,,,,,181363.0,0.24,85.0,30.0,,
2014-11-30,,,,,,181363.0,0.24,85.0,30.0,,
2014-12-01,,,,,,181684.0,0.24,85.0,30.0,,
2014-12-02,,,,,,181684.0,0.24,85.0,30.0,,
2014-12-03,,,,,,181684.0,0.24,85.0,30.0,,
2014-12-04,,,,,,181684.0,0.24,85.0,30.0,,
2014-12-05,,,,,,194196.0,0.24,85.0,30.0,,
2014-12-06,,,,,,194196.0,0.24,85.0,30.0,,
2014-12-07,,,,,,194196.0,0.24,85.0,30.0,,
2014-12-08,,,,,,194196.0,0.24,85.0,30.0,,
2014-12-09,,,,,,186519.0,0.24,85.0,30.0,,
2014-12-10,,,,,,186519.0,0.24,85.0,30.0,,
2014-12-11,,,,,,186519.0,0.24,85.0,30.0,,
2014-12-12,,,,,,186519.0,0.24,85.0,30.0,,
2014-12-13,,,,,,155092.0,0.24,85.0,30.0,,
2014-12-14,,,,,,155092.0,0.24,85.0,30.0,,
2014-12-15,,,,,,155092.0,0.24,85.0,30.0,,
2014-12-16,,,,,,155092.0,0.24,85.0,30.0,,
2014-12-17,,,,,,209988.0,0.24,85.0,30.0,,
2014-12-18,,,,,,209988.0,0.24,85.0,30.0,,
2014-12-19,,,,,,209988.0,0.24,85.0,30.0,,
2014-12-20,,,,,,209988.0,0.24,85.0,30.0,,
2014-12-21,,,,,,205666.0,0.24,88.0,30.0,,
2014-12-22,,,,,,205666.0,0.24,88.0,30.0,,
2014-12-23,,,,,,205666.0,0.24,88.0,30.0,,
2014-12-24,,,,,,205666.0,0.24,88.0,30.0,,
2014-12-25,,,,,,140109.0,0.24,88.0,30.0,,
2014-12-26,,,,,,140109.0,0.24,88.0,30.0,,
2014-12-27,,,,,,140109.0,0.24,88.0,30.0,,
2014-12-28,,,,,,140109.0,0.24,74.0,30.0,,
2014-12-29,,,,,,163563.0,0.24,74.0,30.0,,
2014-12-30,,,,,,163563.0,0.24,74.0,30.0,,
2014-12-31,,,,,,163563.0,0.24,74.0,30.0,,
2015-01-01,,,,,,163563.0,0.24,74.0,30.0,,
2015-01-02,,,,,,179406.0,0.24,74.0,30.0,,
2015-01-03,,,,,,179406.0,0.24,74.0,30.0,,
2015-01-04,,,,,,179406.0,0.24,86.0,30.0,,
2015-01-05,,,,,,179406.0,0.24,86.0,30.0,,
2015-01-06,,,,,,179159.0,0.24,86.0,30.0,,
2015-01-07,,,,,,179159.0,0.24,86.0,30.0,,
2015-01-08,,,,,,179159.0,0.24,86.0,30.0,,
2015-01-09,,,,,,179159.0,0.24,86.0,30.0,,
2015-01-10,,,,,,242729.0,0.24,86.0,30.0,,
2015-01-11,,,,,,242729.0,0.24,98.0,30.0,,
2015-01-12,,,,,,242729.0,0.24,98.0,30.0,,
2015-01-13,,,,,,242729.0,0.24,98.0,30.0,,
2015-01-14,,,,,,217076.0,0.24,98.0,30.0,,
2015-01-15,,,,,,217076.0,0.24,98.0,30.0,,
2015-01-16,,,,,,217076.0,0.24,98.0,30.0,,
2015-01-17,,,,,,217076.0,0.24,98.0,30.0,,
2015-01-18,,,,,,214984.0,0.24,79.0,30.0,,
2015-01-19,,,,,,214984.0,0.24,79.0,30.0,,
2015-01-20,,,,,,214984.0,0.24,79.0,30.0,,
2015-01-21,,,,,,214984.0,0.24,79.0,30.0,,
2015-01-22,,,,,,186251.0,0.24,79.0,30.0,,
2015-01-23,,,,,,186251.0,0.24,79.0,30.0,,
2015-01-24,,,,,,186251.0,0.24,79.0,30.0,,
2015-01-25,,,,,,186251.0,0.24,87.0,30.0,,
2015-01-26,,,,,,216080.0,0.24,87.0,30.0,,
2015-01-27,,,,,,216080.0,0.24,87.0,30.0,,
2015-01-28,,,,,,216080.0,0.24,87.0,30.0,,
2015-01-29,,,,,,216080.0,0.24,87.0,30.0,,
2015-01-30,,,,,,161500.0,0.24,87.0,30.0,,
2015-01-31,,,,,,161500.0,0.24,87.0,30.0,,
2015-02-01,,,,,,161500.0,0.24,87.0,30.0,,
2015-02-02,,,,,,161500.0,0.24,87.0,30.0,,
2015-02-03,,,,,,203192.0,0.24,87.0,30.0,,
2015-02-04,,,,,,203192.0,0.24,87.0,30.0,,
2015-02-05,,,,,,203192.0,0.24,87.0,30.0,,
2015-02-06,,,,,,203192.0,0.24,87.0,30.0,,
2015-02-07,,,,,,159160.0,0.24,87.0,30.0,,
2015-02-08,,,,,,159160.0,0.24,78.0,30.0,,
2015-02-09,,,,,,159160.0,0.24,78.0,30.0,,
2015-02-10,,,,,,159160.0,0.24,78.0,30.0,,
2015-02-11,,,,,,191881.0,0.24,78.0,30.0,,
2015-02-12,,,,,,191881.0,0.24,78.0,30.0,,
2015-02-13,,,,,,191881.0,0.24,78.0,30.0,,
2015-02-14,,,,,,191881.0,0.24,78.0,30.0,,
2015-02-15,,,,,,300913.0,0.24,84.0,30.0,,
2015-02-16,,,,,,300913.0,0.24,84.0,30.0,,
2015-02-17,,,,,,300913.0,0.24,84.0,30.0,,
2015-02-18,,,,,,300913.0,0.24,84.0,30.0,,
2015-02-19,,,,,,180964.0,0.24,84.0,30.0,,
2015-02-20,,,,,,180964.0,0.24,84.0,30.0,,
2015-02-21,,,,,,180964.0,0.24,84.0,30.0,,
2015-02-22,,,,,,180964.0,0.24,70.0,30.0,,
2015-02-23,,,,,,213050.0,0.24,70.0,30.0,,
2015-02-24,,,,,,213050.0,0.24,70.0,30.0,,
2015-02-25,,,,,,213050.0,0.24,70.0,30.0,,
2015-02-26,,,,,,213050.0,0.24,70.0,30.0,,
2015-02-27,,,,,,198801.0,0.24,70.0,30.0,,
2015-02-28,,,,,,198801.0,0.24,70.0,30.0,,
2015-03-01,,,,,,198801.0,0.24,80.0,30.0,,
2015-03-02,,,,,,198801.0,0.24,80.0,30.0,,
2015-03-03,,,,,,218185.0,0.24,80.0,30.0,,
2015-03-04,,,,,,218185.0,0.24,80.0,30.0,,
2015-03-05,,,,,,218185.0,0.24,80.0,30.0,,
2015-03-06,,,,,,218185.0,0.24,80.0,30.0,,
2015-03-07,,,,,,213542.0,0.24,80.0,30.0,,
2015-03-08,,,,,,213542.0,0.24,80.0,30.0,,
2015-03-09,,,,,,213542.0,0.24,80.0,30.0,,
2015-03-10,,,,,,213542.0,0.24,80.0,30.0,,
2015-03-11,,,,,,202784.0,0.24,80.0,30.0,,
2015-03-12,,,,,,202784.0,0.24,80.0,30.0,,
2015-03-13,,,,,,202784.0,0.24,80.0,30.0,,
2015-03-14,,,,,,202784.0,0.24,80.0,30.0,,
2015-03-15,,,,,,219686.0,0.24,76.0,30.0,,
2015-03-16,,,,,,219686.0,0.24,76.0,30.0,,
2015-03-17,,,,,,219686.0,0.24,76.0,30.0,,
2015-03-18,,,,,,219686.0,0.24,76.0,30.0,,
2015-03-19,,,,,,191319.0,0.24,76.0,30.0,,
2015-03-20,,,,,,191319.0,0.24,76.0,30.0,,
2015-03-21,,,,,,191319.0,0.24,76.0,30.0,,
2015-03-22,,,,,,191319.0,0.24,69.0,30.0,,
2015-03-23,,,,,,217678.0,0.24,69.0,30.0,,
2015-03-24,,,,,,217678.0,0.24,69.0,30.0,,
2015-03-25,,,,,,217678.0,0.24,69.0,30.0,,
2015-03-26,,,,,,217678.0,0.24,69.0,30.0,,
2015-03-27,,,,,,196455.0,0.24,69.0,30.0,,
2015-03-28,,,,,,196455.0,0.24,69.0,30.0,,
2015-03-29,,,,,,196455.0,0.24,69.0,30.0,,
2015-03-30,,,,,,196455.0,0.24,69.0,30.0,,
2015-03-31,,,,,,226307.0,0.24,69.0,30.0,,
2015-04-01,,,,,,226307.0,0.24,69.0,30.0,,
2015-04-02,,,,,,226307.0,0.24,69.0,30.0,,
2015-04-03,,,,,,226307.0,0.24,69.0,30.0,,
2015-04-04,,,,,,215923.0,0.24,69.0,30.0,,
2015-04-05,,,,,,215923.0,0.24,69.0,30.0,,
2015-04-06,,,,,,215923.0,0.24,69.0,30.0,,
2015-04-07,,,,,,215923.0,0.24,69.0,30.0,,
2015-04-08,,,,,,215255.0,0.24,69.0,30.0,,
2015-04-09,,,,,,215255.0,0.24,69.0,30.0,,
2015-04-10,,,,,,215255.0,0.24,69.0,30.0,,
2015-04-11,,,,,,215255.0,0.24,69.0,30.0,,
2015-04-12,,,,,,217732.0,0.24,64.0,30.0,,
2015-04-13,,,,,,217732.0,0.24,64.0,30.0,,
2015-04-14,,,,,,217732.0,0.24,64.0,30.0,,
2015-04-15,,,,,,217732.0,0.24,64.0,30.0,,
2015-04-16,,,,,,188970.0,0.24,64.0,30.0,,
2015-04-17,,,,,,188970.0,0.24,64.0,30.0,,
2015-04-18,,,,,,188970.0,0.24,64.0,30.0,,
2015-04-19,,,,,,188970.0,0.24,68.0,30.0,,
2015-04-20,,,,,,209796.0,0.24,68.0,30.0,,
2015-04-21,,,,,,209796.0,0.24,68.0,30.0,,
2015-04-22,,,,,,209796.0,0.24,68.0,30.0,,
2015-04-23,,,,,,209796.0,0.24,68.0,30.0,,
2015-04-24,,,,,,204006.0,0.24,68.0,30.0,,
2015-04-25,,,,,,204006.0,0.24,68.0,30.0,,
2015-04-26,,,,,,204006.0,0.24,65.0,30.0,,
2015-04-27,,,,,,204006.0,0.24,65.0,30.0,,
2015-04-28,,,,,,209313.0,0.24,65.0,30.0,,
2015-04-29,,,,,,209313.0,0.24,65.0,30.0,,
2015-04-30,,,,,,209313.0,0.24,65.0,30.0,,
2015-05-01,,,,,,209313.0,0.24,65.0,30.0,,
2015-05-02,,,,,,233284.0,0.24,65.0,30.0,,
2015-05-03,,,,,,233284.0,0.24,65.0,30.0,,
2015-05-04,,,,,,233284.0,0.24,65.0,30.0,,
2015-05-05,,,,,,233284.0,0.24,65.0,30.0,,
2015-05-06,,,,,,225289.0,0.24,65.0,30.0,,
2015-05-07,,,,,,225289.0,0.24,65.0,30.0,,
2015-05-08,,,,,,225289.0,0.24,65.0,30.0,,
2015-05-09,,,,,,225289.0,0.24,65.0,30.0,,
2015-05-10,,,,,,219078.0,0.24,65.0,30.0,,
2015-05-11,,,,,,219078.0,0.24,65.0,30.0,,
2015-05-12,,,,,,219078.0,0.24,65.0,30.0,,
2015-05-13,,,,,,219078.0,0.24,65.0,30.0,,
2015-05-14,,,,,,200454.0,0.24,65.0,30.0,,
2015-05-15,,,,,,200454.0,0.24,65.0,30.0,,
2015-05-16,,,,,,200454.0,0.24,65.0,30.0,,
2015-05-17,,,,,,200454.0,0.24,65.0,30.0,,
2015-05-18,,,,,,206913.0,0.24,65.0,30.0,,
2015-05-19,,,,,,206913.0,0.24,65.0,30.0,,
2015-05-20,,,,,,206913.0,0.24,65.0,30.0,,
2015-05-21,,,,,,206913.0,0.24,65.0,30.0,,
2015-05-22,,,,,,208304.0,0.24,65.0,30.0,,
2015-05-23,,,,,,208304.0,0.24,65.0,30.0,,
2015-05-24,,,,,,208304.0,0.24,65.0,30.0,,
2015-05-25,,,,,,208304.0,0.24,65.0,30.0,,
2015-05-26,,,,,,227723.0,0.24,65.0,30.0,,
2015-05-27,,,,,,227723.0,0.24,65.0,30.0,,
2015-05-28,,,,,,227723.0,0.24,65.0,30.0,,
2015-05-29,,,,,,227723.0,0.24,65.0,30.0,,
2015-05-30,,,,,,266265.0,0.24,65.0,30.0,,
2015-05-31,,,,,,266265.0,0.24,65.0,30.0,,
2015-06-01,,,,,,266265.0,0.24,65.0,30.0,,
2015-06-02,,,,,,266265.0,0.24,65.0,30.0,,
2015-06-03,,,,,,246454.0,0.24,65.0,30.0,,
2015-06-04,,,,,,246454.0,0.24,65.0,30.0,,
2015-06-05,,,,,,246454.0,0.24,65.0,30.0,,
2015-06-06,,,,,,246454.0,0.24,65.0,30.0,,
2015-06-07,,,,,,220164.0,0.24,65.0,30.0,,
2015-06-08,,,,,,220164.0,0.24,65.0,30.0,,
2015-06-09,,,,,,220164.0,0.24,65.0,30.0,,
2015-06-10,,,,,,220164.0,0.24,65.0,30.0,,
2015-06-11,,,,,,233951.0,0.24,65.0,30.0,,
2015-06-12,,,,,,233951.0,0.24,65.0,30.0,,
2015-06-13,,,,,,233951.0,0.24,65.0,30.0,,
2015-06-14,,,,,,233951.0,0.24,77.0,30.0,,
2015-06-15,,,,,,272423.0,0.24,77.0,30.0,,
2015-06-16,,,,,,272423.0,0.24,77.0,30.0,,
2015-06-17,,,,,,272423.0,0.24,77.0,30.0,,
2015-06-18,,,,,,272423.0,0.24,77.0,30.0,,
2015-06-19,,,,,,253777.0,0.24,77.0,30.0,,
2015-06-20,,,,,,253777.0,0.24,77.0,30.0,,
2015-06-21,,,,,,253777.0,0.24,77.0,30.0,,
2015-06-22,,,,,,253777.0,0.24,77.0,30.0,,
2015-06-23,,,,,,256698.0,0.24,77.0,30.0,,
2015-06-24,,,,,,256698.0,0.24,77.0,30.0,,
2015-06-25,,,,,,256698.0,0.24,77.0,30.0,,
2015-06-26,,,,,,256698.0,0.24,77.0,30.0,,
2015-06-27,,,,,,254786.0,0.24,77.0,30.0,,
2015-06-28,,,,,,254786.0,0.24,77.0,30.0,,
2015-06-29,,,,,,254786.0,0.24,77.0,30.0,,
2015-06-30,,,,,,254786.0,0.24,77.0,30.0,,
2015-07-01,,,,,,253870.0,0.24,77.0,30.0,,
2015-07-02,,,,,,253870.0,0.24,77.0,30.0,,
2015-07-03,,,,,,253870.0,0.24,77.0,30.0,,
2015-07-04,,,,,,253870.0,0.24,77.0,30.0,,
2015-07-05,,,,,,269467.0,0.24,61.0,30.0,,
2015-07-06,,,,,,269467.0,0.24,61.0,30.0,,
2015-07-07,,,,,,269467.0,0.24,61.0,30.0,,
2015-07-08,,,,,,269467.0,0.24,61.0,30.0,,
2015-07-09,,,,,,269424.0,0.24,61.0,30.0,,
2015-07-10,,,,,,269424.0,0.24,61.0,30.0,,
2015-07-11,,,,,,269424.0,0.24,61.0,30.0,,
2015-07-12,,,,,,269424.0,0.24,61.0,30.0,,
2015-07-13,,,,,,240377.0,0.24,61.0,30.0,,
2015-07-14,,,,,,240377.0,0.24,61.0,30.0,,
2015-07-15,,,,,,240377.0,0.24,61.0,30.0,,
2015-07-16,,,,,,240377.0,0.24,61.0,30.0,,
2015-07-17,,,,,,205768.0,0.24,61.0,30.0,,
2015-07-18,,,,,,205768.0,0.24,61.0,30.0,,
2015-07-19,,,,,,205768.0,0.24,51.0,30.0,,
2015-07-20,,,,,,205768.0,0.24,51.0,30.0,,
2015-07-21,,,,,,255725.0,0.24,51.0,30.0,,
2015-07-22,,,,,,255725.0,0.24,51.0,30.0,,
2015-07-23,,,,,,255725.0,0.24,51.0,30.0,,
2015-07-24,,,,,,255725.0,0.24,51.0,30.0,,
2015-07-25,,,,,,195286.0,0.24,51.0,30.0,,
2015-07-26,,,,,,195286.0,0.24,51.0,30.0,,
2015-07-27,,,,,,195286.0,0.24,51.0,30.0,,
2015-07-28,,,,,,195286.0,0.24,51.0,30.0,,
2015-07-29,,,,,,269690.0,0.24,51.0,30.0,,
2015-07-30,,,,,,269690.0,0.24,51.0,30.0,,
2015-07-31,,,,,,269690.0,0.24,51.0,30.0,,
2015-08-01,,,,,,269690.0,0.24,51.0,30.0,,
2015-08-02,,,,,,255245.0,0.24,55.0,30.0,,
2015-08-03,,,,,,255245.0,0.24,55.0,30.0,,
2015-08-04,,,,,,255245.0,0.24,55.0,30.0,,
2015-08-05,,,,,,255245.0,0.24,55.0,30.0,,
2015-08-06,,,,,,245603.0,0.24,55.0,30.0,,
2015-08-07,,,,,,245603.0,0.24,55.0,30.0,,
2015-08-08,,,,,,245603.0,0.24,55.0,30.0,,
2015-08-09,,,,,,245603.0,0.24,48.0,30.0,,
2015-08-10,,,,,,235211.0,0.24,48.0,30.0,,
2015-08-11,,,,,,235211.0,0.24,48.0,30.0,,
2015-08-12,,,,,,235211.0,0.24,48.0,30.0,,
2015-08-13,,,,,,235211.0,0.24,48.0,30.0,,
2015-08-14,,,,,,227327.0,0.24,48.0,30.0,,
2015-08-15,,,,,,227327.0,0.24,48.0,30.0,,
2015-08-16,,,,,,227327.0,0.24,48.0,30.0,,
2015-08-17,,,,,,227327.0,0.24,48.0,30.0,,
2015-08-18,,,,,,249286.0,0.24,48.0,30.0,,
2015-08-19,,,,,,249286.0,0.24,48.0,30.0,,
2015-08-20,,,,,,249286.0,0.24,48.0,30.0,,
2015-08-21,,,,,,249286.0,0.24,48.0,30.0,,
2015-08-22,,,,,,258265.0,0.24,48.0,30.0,,
2015-08-23,,,,,,258265.0,0.24,48.0,30.0,,
2015-08-24,,,,,,258265.0,0.24,48.0,30.0,,
2015-08-25,,,,,,258265.0,0.24,48.0,30.0,,
2015-08-26,,,,,,237648.0,0.24,48.0,30.0,,
2015-08-27,,,,,,237648.0,0.24,48.0,30.0,,
2015-08-28,,,,,,237648.0,0.24,48.0,30.0,,
2015-08-29,,,,,,237648.0,0.24,48.0,30.0,,
2015-08-30,,,,,,245385.0,0.24,49.0,30.0,,
2015-08-31,,,,,,245385.0,0.24,49.0,30.0,,
2015-09-01,,,,,,245385.0,0.24,49.0,30.0,,
2015-09-02,,,,,,245385.0,0.24,49.0,30.0,,
2015-09-03,,,,,,246972.0,0.24,49.0,30.0,,
2015-09-04,,,,,,246972.0,0.24,49.0,30.0,,
2015-09-05,,,,,,246972.0,0.24,49.0,30.0,,
2015-09-06,,,,,,246972.0,0.24,46.0,30.0,,
2015-09-07,,,,,,263783.0,0.24,46.0,30.0,,
2015-09-08,,,,,,263783.0,0.24,46.0,30.0,,
2015-09-09,,,,,,263783.0,0.24,46.0,30.0,,
2015-09-10,,,,,,263783.0,0.24,46.0,30.0,,
2015-09-11,,,,,,276094.0,0.24,46.0,30.0,,
2015-09-12,,,,,,276094.0,0.24,46.0,30.0,,
2015-09-13,,,,,,276094.0,0.24,46.0,30.0,,
2015-09-14,,,,,,276094.0,0.24,46.0,30.0,,
2015-09-15,,,,,,268665.0,0.24,46.0,30.0,,
2015-09-16,,,,,,268665.0,0.24,46.0,30.0,,
2015-09-17,,,,,,268665.0,0.24,46.0,30.0,,
2015-09-18,,,,,,268665.0,0.24,46.0,30.0,,
2015-09-19,,,,,,221522.0,0.24,46.0,30.0,,
2015-09-20,,,,,,221522.0,0.24,47.0,30.0,,
2015-09-21,,,,,,221522.0,0.24,47.0,30.0,,
2015-09-22,,,,,,221522.0,0.24,47.0,30.0,,
2015-09-23,,,,,,244535.0,0.24,47.0,30.0,,
2015-09-24,,,,,,244535.0,0.24,47.0,30.0,,
2015-09-25,,,,,,244535.0,0.24,47.0,30.0,,
2015-09-26,,,,,,244535.0,0.24,47.0,30.0,,
2015-09-27,,,,,,256084.0,0.24,47.0,30.0,,
2015-09-28,,,,,,256084.0,0.24,47.0,30.0,,
2015-09-29,,,,,,256084.0,0.24,47.0,30.0,,
2015-09-30,,,,,,256084.0,0.24,47.0,30.0,,
2015-10-01,,,,,,248462.0,0.24,47.0,30.0,,
2015-10-02,,,,,,248462.0,0.24,47.0,30.0,,
2015-10-03,,,,,,248462.0,0.24,47.0,30.0,,
2015-10-04,,,,,,248462.0,0.24,47.0,30.0,,
2015-10-05,,,,,,233960.0,0.24,47.0,30.0,,
2015-10-06,,,,,,233960.0,0.24,47.0,30.0,,
2015-10-07,,,,,,233960.0,0.24,47.0,30.0,,
2015-10-08,,,,,,233960.0,0.24,47.0,30.0,,
2015-10-09,,,,,,209703.0,0.24,47.0,30.0,,
2015-10-10,,,,,,209703.0,0.24,47.0,30.0,,
2015-10-11,,,,,,209703.0,0.24,47.0,30.0,,
2015-10-12,,,,,,209703.0,0.24,47.0,30.0,,
2015-10-13,,,,,,239237.0,0.24,47.0,30.0,,
2015-10-14,,,,,,239237.0,0.24,47.0,30.0,,
2015-10-15,,,,,,239237.0,0.24,47.0,30.0,,
2015-10-16,,,,,,239237.0,0.24,47.0,30.0,,
2015-10-17,,,,,,307347.0,0.24,47.0,30.0,,
2015-10-18,,,,,,307347.0,0.24,52.0,30.0,,
2015-10-19,,,,,,307347.0,0.24,52.0,30.0,,
2015-10-20,,,,,,307347.0,0.24,52.0,30.0,,
2015-10-21,,,,,,289412.0,0.24,52.0,30.0,,
2015-10-22,,,,,,289412.0,0.24,52.0,30.0,,
2015-10-23,,,,,,289412.0,0.24,52.0,30.0,,
2015-10-24,,,,,,289412.0,0.24,52.0,30.0,,
2015-10-25,,,,,,296929.0,0.24,52.0,30.0,,
2015-10-26,,,,,,296929.0,0.24,52.0,30.0,,
2015-10-27,,,,,,296929.0,0.24,52.0,30.0,,
2015-10-28,,,,,,296929.0,0.24,52.0,30.0,,
2015-10-29,,,,,,292094.0,0.24,52.0,30.0,,
2015-10-30,,,,,,292094.0,0.24,52.0,30.0,,
2015-10-31,,,,,,292094.0,0.24,52.0,30.0,,
2015-11-01,,,,,,292094.0,0.24,52.0,30.0,,
2015-11-02,,,,,,309823.0,0.24,52.0,30.0,,
2015-11-03,,,,,,309823.0,0.24,52.0,30.0,,
2015-11-04,,,,,,309823.0,0.24,52.0,30.0,,
2015-11-05,,,,,,309823.0,0.24,52.0,30.0,,
2015-11-06,,,,,,358682.0,0.24,52.0,30.0,,
2015-11-07,,,,,,358682.0,0.24,52.0,30.0,,
2015-11-08,,,,,,358682.0,0.24,52.0,30.0,,
2015-11-09,,,,,,358682.0,0.24,52.0,30.0,,
2015-11-10,,,,,,311998.0,0.24,52.0,30.0,,
2015-11-11,,,,,,311998.0,0.24,52.0,30.0,,
2015-11-12,,,,,,311998.0,0.24,52.0,30.0,,
2015-11-13,,,,,,311998.0,0.24,52.0,30.0,,
2015-11-14,,,,,,328381.0,0.24,52.0,30.0,,
2015-11-15,,,,,,328381.0,0.24,52.0,30.0,,
2015-11-16,,,,,,328381.0,0.24,52.0,30.0,,
2015-11-17,,,,,,328381.0,0.24,52.0,30.0,,
2015-11-18,,,,,,324903.0,0.24,52.0,30.0,,
2015-11-19,,,,,,324903.0,0.24,52.0,30.0,,
2015-11-20,,,,,,324903.0,0.24,52.0,30.0,,
2015-11-21,,,,,,324903.0,0.24,52.0,30.0,,
2015-11-22,,,,,,319199.0,0.24,52.0,30.0,,
2015-11-23,,,,,,319199.0,0.24,52.0,30.0,,
2015-11-24,,,,,,319199.0,0.24,52.0,30.0,,
2015-11-25,,,,,,319199.0,0.24,52.0,30.0,,
2015-11-26,,,,,,314907.0,0.24,52.0,30.0,,
2015-11-27,,,,,,314907.0,0.24,52.0,30.0,,
2015-11-28,,,,,,314907.0,0.24,52.0,30.0,,
2015-11-29,,,,,,314907.0,0.24,52.0,30.0,,
2015-11-30,,,,,,409952.0,0.24,52.0,30.0,,
2015-12-01,,,,,,409952.0,0.24,52.0,30.0,,
2015-12-02,,,,,,409952.0,0.24,52.0,30.0,,
2015-12-03,,,,,,409952.0,0.24,52.0,30.0,,
2015-12-04,,,,,,329534.0,0.24,52.0,30.0,,
2015-12-05,,,,,,329534.0,0.24,52.0,30.0,,
2015-12-06,,,,,,329534.0,0.24,89.0,30.0,,
2015-12-07,,,,,,329534.0,0.24,89.0,30.0,,
2015-12-08,,,,,,388080.0,0.24,89.0,30.0,,
2015-12-09,,,,,,388080.0,0.24,89.0,30.0,,
2015-12-10,,,,,,388080.0,0.24,89.0,30.0,,
2015-12-11,,,,,,388080.0,0.24,89.0,30.0,,
2015-12-12,,,,,,445120.0,0.24,89.0,30.0,,
2015-12-13,,,,,,445120.0,0.24,89.0,30.0,,
2015-12-14,,,,,,445120.0,0.24,89.0,30.0,,
2015-12-15,,,,,,445120.0,0.24,89.0,30.0,,
2015-12-16,,,,,,396918.0,0.24,89.0,30.0,,
2015-12-17,,,,,,396918.0,0.24,89.0,30.0,,
2015-12-18,,,,,,396918.0,0.24,89.0,30.0,,
2015-12-19,,,,,,396918.0,0.24,89.0,30.0,,
2015-12-20,,,,,,409195.0,0.24,89.0,30.0,,
2015-12-21,,,,,,409195.0,0.24,89.0,30.0,,
2015-12-22,,,,,,409195.0,0.24,89.0,30.0,,
2015-12-23,,,,,,409195.0,0.24,89.0,30.0,,
2015-12-24,,,,,,382616.0,0.24,89.0,30.0,,
2015-12-25,,,,,,382616.0,0.24,89.0,30.0,,
2015-12-26,,,,,,382616.0,0.24,89.0,30.0,,
2015-12-27,,,,,,382616.0,0.24,89.0,30.0,,
2015-12-28,,,,,,335134.0,0.24,89.0,30.0,,
2015-12-29,,,,,,335134.0,0.24,89.0,30.0,,
2015-12-30,,,,,,335134.0,0.24,89.0,30.0,,
2015-12-31,,,,,,335134.0,0.24,89.0,30.0,,
2016-01-01,,,,,,263121.0,0.34,89.0,30.0,,
2016-01-02,,,,,,263121.0,0.34,89.0,30.0,,
2016-01-03,,,,,,263121.0,0.34,89.0,30.0,,
2016-01-04,,,,,,263121.0,0.34,89.0,30.0,,
2016-01-05,,,,,,359763.0,0.34,89.0,30.0,,
2016-01-06,,,,,,359763.0,0.34,89.0,30.0,,
2016-01-07,,,,,,359763.0,0.34,89.0,30.0,,
2016-01-08,,,,,,359763.0,0.34,89.0,30.0,,
2016-01-09,,,,,,390146.0,0.34,89.0,30.0,,
