date,btc_close,eth_close,sp500_close,dxy_close,gold_close,active_addresses,interest_rate,bitcoin,fear_greed,btc_logret,btc_rsi14
2016-01-10,,,,,,390146.0,0.34,89.0,30.0,,
2016-01-11,,,,,,390146.0,0.34,89.0,30.0,,
2016-01-12,,,,,,390146.0,0.34,89.0,30.0,,
2016-01-13,,,,,,339655.0,0.34,89.0,30.0,,
2016-01-14,,,,,,339655.0,0.34,89.0,30.0,,
2016-01-15,,,,,,339655.0,0.34,89.0,30.0,,
2016-01-16,,,,,,339655.0,0.34,89.0,30.0,,
2016-01-17,,,,,,462215.0,0.34,89.0,30.0,,
2016-01-18,,,,,,462215.0,0.34,89.0,30.0,,
2016-01-19,,,,,,462215.0,0.34,89.0,30.0,,
2016-01-20,,,,,,462215.0,0.34,89.0,30.0,,
2016-01-21,,,,,,415801.0,0.34,89.0,30.0,,
2016-01-22,,,,,,415801.0,0.34,89.0,30.0,,
2016-01-23,,,,,,415801.0,0.34,89.0,30.0,,
2016-01-24,,,,,,415801.0,0.34,89.0,30.0,,
2016-01-25,,,,,,420289.0,0.34,89.0,30.0,,
2016-01-26,,,,,,420289.0,0.34,89.0,30.0,,
2016-01-27,,,,,,420289.0,0.34,89.0,30.0,,
2016-01-28,,,,,,420289.0,0.34,89.0,30.0,,
2016-01-29,,,,,,410455.0,0.34,89.0,30.0,,
2016-01-30,,,,,,410455.0,0.34,89.0,30.0,,
2016-01-31,,,,,,410455.0,0.34,89.0,30.0,,
2016-02-01,,,,,,410455.0,0.38,89.0,30.0,,
2016-02-02,,,,,,488072.0,0.38,89.0,30.0,,
2016-02-03,,,,,,488072.0,0.38,89.0,30.0,,
2016-02-04,,,,,,488072.0,0.38,89.0,30.0,,
2016-02-05,,,,,,488072.0,0.38,89.0,30.0,,
2016-02-06,,,,,,419675.0,0.38,89.0,30.0,,
2016-02-07,,,,,,419675.0,0.38,89.0,30.0,,
2016-02-08,,,,,,419675.0,0.38,89.0,30.0,,
2016-02-09,,,,,,419675.0,0.38,89.0,30.0,,
2016-02-10,,,,,,417816.0,0.38,89.0,30.0,,
2016-02-11,,,,,,417816.0,0.38,89.0,30.0,,
2016-02-12,,,,,,417816.0,0.38,89.0,30.0,,
2016-02-13,,,,,,417816.0,0.38,89.0,30.0,,
2016-02-14,,,,,,421715.0,0.38,89.0,30.0,,
2016-02-15,,,,,,421715.0,0.38,89.0,30.0,,
2016-02-16,,,,,,421715.0,0.38,89.0,30.0,,
2016-02-17,,,,,,421715.0,0.38,89.0,30.0,,
2016-02-18,,,,,,415599.0,0.38,89.0,30.0,,
2016-02-19,,,,,,415599.0,0.38,89.0,30.0,,
2016-02-20,,,,,,415599.0,0.38,89.0,30.0,,
2016-02-21,,,,,,415599.0,0.38,89.0,30.0,,
2016-02-22,,,,,,465054.0,0.38,89.0,30.0,,
2016-02-23,,,,,,465054.0,0.38,89.0,30.0,,
2016-02-24,,,,,,465054.0,0.38,89.0,30.0,,
2016-02-25,,,,,,465054.0,0.38,89.0,30.0,,
2016-02-26,,,,,,391078.0,0.38,89.0,30.0,,
2016-02-27,,,,,,391078.0,0.38,89.0,30.0,,
2016-02-28,,,,,,391078.0,0.38,89.0,30.0,,
2016-02-29,,,,,,391078.0,0.38,89.0,30.0,,
2016-03-01,,,,,,483492.0,0.36,89.0,30.0,,
2016-03-02,,,,,,483492.0,0.36,89.0,30.0,,
2016-03-03,,,,,,483492.0,0.36,89.0,30.0,,
2016-03-04,,,,,,483492.0,0.36,89.0,30.0,,
2016-03-05,,,,,,411654.0,0.36,89.0,30.0,,
2016-03-06,,,,,,411654.0,0.36,89.0,30.0,,
2016-03-07,,,,,,411654.0,0.36,89.0,30.0,,
2016-03-08,,,,,,411654.0,0.36,89.0,30.0,,
2016-03-09,,,,,,337006.0,0.36,89.0,30.0,,
2016-03-10,,,,,,337006.0,0.36,89.0,30.0,,
2016-03-11,,,,,,337006.0,0.36,89.0,30.0,,
2016-03-12,,,,,,337006.0,0.36,89.0,30.0,,
2016-03-13,,,,,,351625.0,0.36,56.0,30.0,,
2016-03-14,,,,,,351625.0,0.36,56.0,30.0,,
2016-03-15,,,,,,351625.0,0.36,56.0,30.0,,
2016-03-16,,,,,,351625.0,0.36,56.0,30.0,,
2016-03-17,,,,,,397923.0,0.36,56.0,30.0,,
2016-03-18,,,,,,397923.0,0.36,56.0,30.0,,
2016-03-19,,,,,,397923.0,0.36,56.0,30.0,,
2016-03-20,,,,,,397923.0,0.36,56.0,30.0,,
2016-03-21,,,,,,355209.0,0.36,56.0,30.0,,
2016-03-22,,,,,,355209.0,0.36,56.0,30.0,,
2016-03-23,,,,,,355209.0,0.36,56.0,30.0,,
2016-03-24,,,,,,355209.0,0.36,56.0,30.0,,
2016-03-25,,,,,,332910.0,0.36,56.0,30.0,,
2016-03-26,,,,,,332910.0,0.36,56.0,30.0,,
2016-03-27,,,,,,332910.0,0.36,56.0,30.0,,
2016-03-28,,,,,,332910.0,0.36,56.0,30.0,,
2016-03-29,,,,,,384087.0,0.36,56.0,30.0,,
2016-03-30,,,,,,384087.0,0.36,56.0,30.0,,
2016-03-31,,,,,,384087.0,0.36,56.0,30.0,,
2016-04-01,,,,,,384087.0,0.37,56.0,30.0,,
2016-04-02,,,,,,349858.0,0.37,56.0,30.0,,
2016-04-03,,,,,,349858.0,0.37,56.0,30.0,,
2016-04-04,,,,,,349858.0,0.37,56.0,30.0,,
2016-04-05,,,,,,349858.0,0.37,56.0,30.0,,
2016-04-06,,,,,,400648.0,0.37,56.0,30.0,,
2016-04-07,,,,,,400648.0,0.37,56.0,30.0,,
2016-04-08,,,,,,400648.0,0.37,56.0,30.0,,
2016-04-09,,,,,,400648.0,0.37,56.0,30.0,,
2016-04-10,,,,,,369611.0,0.37,50.0,30.0,,
2016-04-11,,,,,,369611.0,0.37,50.0,30.0,,
2016-04-12,,,,,,369611.0,0.37,50.0,30.0,,
2016-04-13,,,,,,369611.0,0.37,50.0,30.0,,
2016-04-14,,,,,,386126.0,0.37,50.0,30.0,,
2016-04-15,,,,,,386126.0,0.37,50.0,30.0,,
2016-04-16,,,,,,386126.0,0.37,50.0,30.0,,
2016-04-17,,,,,,386126.0,0.37,53.0,30.0,,
2016-04-18,,,,,,391408.0,0.37,53.0,30.0,,
2016-04-19,,,,,,391408.0,0.37,53.0,30.0,,
2016-04-20,,,,,,391408.0,0.37,53.0,30.0,,
2016-04-21,,,,,,391408.0,0.37,53.0,30.0,,
2016-04-22,,,,,,360541.0,0.37,53.0,30.0,,
2016-04-23,,,,,,360541.0,0.37,53.0,30.0,,
2016-04-24,,,,,,360541.0,0.37,53.0,30.0,,
2016-04-25,,,,,,360541.0,0.37,53.0,30.0,,
2016-04-26,,,,,,438403.0,0.37,53.0,30.0,,
2016-04-27,,,,,,438403.0,0.37,53.0,30.0,,
2016-04-28,,,,,,438403.0,0.37,53.0,30.0,,
2016-04-29,,,,,,438403.0,0.37,53.0,30.0,,
2016-04-30,,,,,,370399.0,0.37,53.0,30.0,,
2016-05-01,,,,,,370399.0,0.37,53.0,30.0,,
2016-05-02,,,,,,370399.0,0.37,53.0,30.0,,
2016-05-03,,,,,,370399.0,0.37,53.0,30.0,,
2016-05-04,,,,,,393861.0,0.37,53.0,30.0,,
2016-05-05,,,,,,393861.0,0.37,53.0,30.0,,
2016-05-06,,,,,,393861.0,0.37,53.0,30.0,,
2016-05-07,,,,,,393861.0,0.37,53.0,30.0,,
2016-05-08,,,,,,363477.0,0.37,53.0,30.0,,
2016-05-09,,,,,,363477.0,0.37,53.0,30.0,,
2016-05-10,,,,,,363477.0,0.37,53.0,30.0,,
2016-05-11,,,,,,363477.0,0.37,53.0,30.0,,
2016-05-12,,,,,,373340.0,0.37,53.0,30.0,,
2016-05-13,,,,,,373340.0,0.37,53.0,30.0,,
2016-05-14,,,,,,373340.0,0.37,53.0,30.0,,
2016-05-15,,,,,,373340.0,0.37,53.0,30.0,,
2016-05-16,,,,,,428469.0,0.37,53.0,30.0,,
2016-05-17,,,,,,428469.0,0.37,53.0,30.0,,
2016-05-18,,,,,,428469.0,0.37,53.0,30.0,,
2016-05-19,,,,,,428469.0,0.37,53.0,30.0,,
2016-05-20,,,,,,352825.0,0.37,53.0,30.0,,
2016-05-21,,,,,,352825.0,0.37,53.0,30.0,,
2016-05-22,,,,,,352825.0,0.37,53.0,30.0,,
2016-05-23,,,,,,352825.0,0.37,53.0,30.0,,
2016-05-24,,,,,,407284.0,0.37,53.0,30.0,,
2016-05-25,,,,,,407284.0,0.37,53.0,30.0,,
2016-05-26,,,,,,407284.0,0.37,53.0,30.0,,
2016-05-27,,,,,,407284.0,0.37,53.0,30.0,,
2016-05-28,,,,,,378992.0,0.37,53.0,30.0,,
2016-05-29,,,,,,378992.0,0.37,53.0,30.0,,
2016-05-30,,,,,,378992.0,0.37,53.0,30.0,,
2016-05-31,,,,,,378992.0,0.37,53.0,30.0,,
2016-06-01,,,,,,411100.0,0.37,53.0,30.0,,
2016-06-02,,,,,,411100.0,0.37,53.0,30.0,,
2016-06-03,,,,,,411100.0,0.37,53.0,30.0,,
2016-06-04,,,,,,411100.0,0.37,53.0,30.0,,
2016-06-05,,,,,,370336.0,0.37,53.0,30.0,,
2016-06-06,,,,,,370336.0,0.37,53.0,30.0,,
2016-06-07,,,,,,370336.0,0.37,53.0,30.0,,
2016-06-08,,,,,,370336.0,0.37,53.0,30.0,,
2016-06-09,,,,,,433264.0,0.37,53.0,30.0,,
2016-06-10,,,,,,433264.0,0.37,53.0,30.0,,
2016-06-11,,,,,,433264.0,0.37,53.0,30.0,,
2016-06-12,,,,,,433264.0,0.37,53.0,30.0,,
2016-06-13,,,,,,450475.0,0.37,53.0,30.0,,
2016-06-14,,,,,,450475.0,0.37,53.0,30.0,,
2016-06-15,,,,,,450475.0,0.37,53.0,30.0,,
2016-06-16,,,,,,450475.0,0.37,53.0,30.0,,
2016-06-17,,,,,,456749.0,0.37,53.0,30.0,,
2016-06-18,,,,,,456749.0,0.37,53.0,30.0,,
2016-06-19,,,,,,456749.0,0.37,97.0,30.0,,
2016-06-20,,,,,,456749.0,0.37,97.0,30.0,,
2016-06-21,,,,,,466563.0,0.37,97.0,30.0,,
2016-06-22,,,,,,466563.0,0.37,97.0,30.0,,
2016-06-23,,,,,,466563.0,0.37,97.0,30.0,,
2016-06-24,,,,,,466563.0,0.37,97.0,30.0,,
2016-06-25,,,,,,410558.0,0.37,97.0,30.0,,
2016-06-26,,,,,,410558.0,0.37,97.0,30.0,,
2016-06-27,,,,,,410558.0,0.37,97.0,30.0,,
2016-06-28,,,,,,410558.0,0.37,97.0,30.0,,
2016-06-29,,,,,,370956.0,0.37,97.0,30.0,,
2016-06-30,,,,,,370956.0,0.37,97.0,30.0,,
2016-07-01,,,,,,370956.0,0.37,97.0,30.0,,
2016-07-02,,,,,,370956.0,0.37,97.0,30.0,,
2016-07-03,,,,,,349825.0,0.37,97.0,30.0,,
2016-07-04,,,,,,349825.0,0.37,97.0,30.0,,
2016-07-05,,,,,,349825.0,0.37,97.0,30.0,,
2016-07-06,,,,,,349825.0,0.37,97.0,30.0,,
2016-07-07,,,,,,364951.0,0.37,97.0,30.0,,
2016-07-08,,,,,,364951.0,0.37,97.0,30.0,,
2016-07-09,,,,,,364951.0,0.37,97.0,30.0,,
2016-07-10,,,,,,364951.0,0.37,97.0,30.0,,
2016-07-11,,,,,,392909.0,0.37,97.0,30.0,,
2016-07-12,,,,,,392909.0,0.37,97.0,30.0,,
2016-07-13,,,,,,392909.0,0.37,97.0,30.0,,
2016-07-14,,,,,,392909.0,0.37,97.0,30.0,,
2016-07-15,,,,,,367025.0,0.37,97.0,30.0,,
2016-07-16,,,,,,367025.0,0.37,97.0,30.0,,
2016-07-17,,,,,,367025.0,0.37,97.0,30.0,,
2016-07-18,,,,,,367025.0,0.37,97.0,30.0,,
2016-07-19,,,,,,372107.0,0.37,97.0,30.0,,
2016-07-20,,,,,,372107.0,0.37,97.0,30.0,,
2016-07-21,,,,,,372107.0,0.37,97.0,30.0,,
2016-07-22,,,,,,372107.0,0.37,97.0,30.0,,
2016-07-23,,,,,,338444.0,0.37,97.0,30.0,,
2016-07-24,,,,,,338444.0,0.37,97.0,30.0,,
2016-07-25,,,,,,338444.0,0.37,97.0,30.0,,
2016-07-26,,,,,,338444.0,0.37,97.0,30.0,,
2016-07-27,,,,,,373465.0,0.37,97.0,30.0,,
2016-07-28,,,,,,373465.0,0.37,97.0,30.0,,
2016-07-29,,,,,,373465.0,0.37,97.0,30.0,,
2016-07-30,,,,,,373465.0,0.37,97.0,30.0,,
2016-07-31,,,,,,344641.0,0.37,97.0,30.0,,
2016-08-01,,,,,,344641.0,0.4,97.0,30.0,,
2016-08-02,,,,,,344641.0,0.4,97.0,30.0,,
2016-08-03,,,,,,344641.0,0.4,97.0,30.0,,
2016-08-04,,,,,,384713.0,0.4,97.0,30.0,,
2016-08-05,,,,,,384713.0,0.4,97.0,30.0,,
2016-08-06,,,,,,384713.0,0.4,97.0,30.0,,
2016-08-07,,,,,,384713.0,0.4,97.0,30.0,,
2016-08-08,,,,,,412180.0,0.4,97.0,30.0,,
2016-08-09,,,,,,412180.0,0.4,97.0,30.0,,
2016-08-10,,,,,,412180.0,0.4,97.0,30.0,,
2016-08-11,,,,,,412180.0,0.4,97.0,30.0,,
2016-08-12,,,,,,389404.0,0.4,97.0,30.0,,
2016-08-13,,,,,,389404.0,0.4,97.0,30.0,,
2016-08-14,,,,,,389404.0,0.4,97.0,30.0,,
2016-08-15,,,,,,389404.0,0.4,97.0,30.0,,
2016-08-16,,,,,,423764.0,0.4,97.0,30.0,,
2016-08-17,,,,,,423764.0,0.4,97.0,30.0,,
2016-08-18,,,,,,423764.0,0.4,97.0,30.0,,
2016-08-19,,,,,,423764.0,0.4,97.0,30.0,,
2016-08-20,,,,,,399739.0,0.4,97.0,30.0,,
2016-08-21,,,,,,399739.0,0.4,97.0,30.0,,
2016-08-22,,,,,,399739.0,0.4,97.0,30.0,,
2016-08-23,,,,,,399739.0,0.4,97.0,30.0,,
2016-08-24,,,,,,408587.0,0.4,97.0,30.0,,
2016-08-25,,,,,,408587.0,0.4,97.0,30.0,,
2016-08-26,,,,,,408587.0,0.4,97.0,30.0,,
2016-08-27,,,,,,408587.0,0.4,97.0,30.0,,
2016-08-28,,,,,,331778.0,0.4,97.0,30.0,,
2016-08-29,,,,,,331778.0,0.4,97.0,30.0,,
2016-08-30,,,,,,331778.0,0.4,97.0,30.0,,
2016-08-31,,,,,,331778.0,0.4,97.0,30.0,,
2016-09-01,,,,,,385974.0,0.4,97.0,30.0,,
2016-09-02,,,,,,385974.0,0.4,97.0,30.0,,
2016-09-03,,,,,,385974.0,0.4,97.0,30.0,,
2016-09-04,,,,,,385974.0,0.4,62.0,30.0,,
2016-09-05,,,,,,422188.0,0.4,62.0,30.0,,
2016-09-06,,,,,,422188.0,0.4,62.0,30.0,,
2016-09-07,,,,,,422188.0,0.4,62.0,30.0,,
2016-09-08,,,,,,422188.0,0.4,62.0,30.0,,
2016-09-09,,,,,,380834.0,0.4,62.0,30.0,,
2016-09-10,,,,,,380834.0,0.4,62.0,30.0,,
2016-09-11,,,,,,380834.0,0.4,62.0,30.0,,
2016-09-12,,,,,,380834.0,0.4,62.0,30.0,,
2016-09-13,,,,,,410171.0,0.4,62.0,30.0,,
2016-09-14,,,,,,410171.0,0.4,62.0,30.0,,
2016-09-15,,,,,,410171.0,0.4,62.0,30.0,,
2016-09-16,,,,,,410171.0,0.4,62.0,30.0,,
2016-09-17,,,,,,394081.0,0.4,62.0,30.0,,
2016-09-18,,,,,,394081.0,0.4,62.0,30.0,,
2016-09-19,,,,,,394081.0,0.4,62.0,30.0,,
2016-09-20,,,,,,394081.0,0.4,62.0,30.0,,
2016-09-21,,,,,,408745.0,0.4,62.0,30.0,,
2016-09-22,,,,,,408745.0,0.4,62.0,30.0,,
2016-09-23,,,,,,408745.0,0.4,62.0,30.0,,
2016-09-24,,,,,,408745.0,0.4,62.0,30.0,,
2016-09-25,,,,,,377263.0,0.4,62.0,30.0,,
2016-09-26,,,,,,377263.0,0.4,62.0,30.0,,
2016-09-27,,,,,,377263.0,0.4,62.0,30.0,,
2016-09-28,,,,,,377263.0,0.4,62.0,30.0,,
2016-09-29,,,,,,438502.0,0.4,62.0,30.0,,
2016-09-30,,,,,,438502.0,0.4,62.0,30.0,,
2016-10-01,,,,,,438502.0,0.4,62.0,30.0,,
2016-10-02,,,,,,438502.0,0.4,62.0,30.0,,
2016-10-03,,,,,,494066.0,0.4,62.0,30.0,,
2016-10-04,,,,,,494066.0,0.4,62.0,30.0,,
2016-10-05,,,,,,494066.0,0.4,62.0,30.0,,
2016-10-06,,,,,,494066.0,0.4,62.0,30.0,,
2016-10-07,,,,,,470157.0,0.4,62.0,30.0,,
2016-10-08,,,,,,470157.0,0.4,62.0,30.0,,
2016-10-09,,,,,,470157.0,0.4,62.0,30.0,,
2016-10-10,,,,,,470157.0,0.4,62.0,30.0,,
2016-10-11,,,,,,456719.0,0.4,62.0,30.0,,
2016-10-12,,,,,,456719.0,0.4,62.0,30.0,,
2016-10-13,,,,,,456719.0,0.4,62.0,30.0,,
2016-10-14,,,,,,456719.0,0.4,62.0,30.0,,
2016-10-15,,,,,,390688.0,0.4,62.0,30.0,,
2016-10-16,,,,,,390688.0,0.4,62.0,30.0,,
2016-10-17,,,,,,390688.0,0.4,62.0,30.0,,
2016-10-18,,,,,,390688.0,0.4,62.0,30.0,,
2016-10-19,,,,,,340010.0,0.4,62.0,30.0,,
2016-10-20,,,,,,340010.0,0.4,62.0,30.0,,
2016-10-21,,,,,,340010.0,0.4,62.0,30.0,,
2016-10-22,,,,,,340010.0,0.4,62.0,30.0,,
2016-10-23,,,,,,370500.0,0.4,62.0,30.0,,
2016-10-24,,,,,,370500.0,0.4,62.0,30.0,,
2016-10-25,,,,,,370500.0,0.4,62.0,30.0,,
2016-10-26,,,,,,370500.0,0.4,62.0,30.0,,
2016-10-27,,,,,,544308.0,0.4,62.0,30.0,,
2016-10-28,,,,,,544308.0,0.4,62.0,30.0,,
2016-10-29,,,,,,544308.0,0.4,62.0,30.0,,
2016-10-30,,,,,,544308.0,0.4,62.0,30.0,,
2016-10-31,,,,,,456149.0,0.4,62.0,30.0,,
2016-11-01,,,,,,456149.0,0.41,62.0,30.0,,
2016-11-02,,,,,,456149.0,0.41,62.0,30.0,,
2016-11-03,,,,,,456149.0,0.41,62.0,30.0,,
2016-11-04,,,,,,429052.0,0.41,62.0,30.0,,
2016-11-05,,,,,,429052.0,0.41,62.0,30.0,,
2016-11-06,,,,,,429052.0,0.41,62.0,30.0,,
2016-11-07,,,,,,429052.0,0.41,62.0,30.0,,
2016-11-08,,,,,,515899.0,0.41,62.0,30.0,,
2016-11-09,,,,,,515899.0,0.41,62.0,30.0,,
2016-11-10,,,,,,515899.0,0.41,62.0,30.0,,
2016-11-11,,,,,,515899.0,0.41,62.0,30.0,,
2016-11-12,,,,,,441806.0,0.41,62.0,30.0,,
2016-11-13,,,,,,441806.0,0.41,71.0,30.0,,
2016-11-14,,,,,,441806.0,0.41,71.0,30.0,,
2016-11-15,,,,,,441806.0,0.41,71.0,30.0,,
2016-11-16,,,,,,481300.0,0.41,71.0,30.0,,
2016-11-17,,,,,,481300.0,0.41,71.0,30.0,,
2016-11-18,,,,,,481300.0,0.41,71.0,30.0,,
2016-11-19,,,,,,481300.0,0.41,71.0,30.0,,
2016-11-20,,,,,,452258.0,0.41,71.0,30.0,,
2016-11-21,,,,,,452258.0,0.41,71.0,30.0,,
2016-11-22,,,,,,452258.0,0.41,71.0,30.0,,
2016-11-23,,,,,,452258.0,0.41,71.0,30.0,,
2016-11-24,,,,,,555782.0,0.41,71.0,30.0,,
2016-11-25,,,,,,555782.0,0.41,71.0,30.0,,
2016-11-26,,,,,,555782.0,0.41,71.0,30.0,,
2016-11-27,,,,,,555782.0,0.41,71.0,30.0,,
2016-11-28,,,,,,531725.0,0.41,71.0,30.0,,
2016-11-29,,,,,,531725.0,0.41,71.0,30.0,,
2016-11-30,,,,,,531725.0,0.41,71.0,30.0,,
2016-12-01,,,,,,531725.0,0.54,71.0,30.0,,
2016-12-02,,,,,,579169.0,0.54,71.0,30.0,,
2016-12-03,,,,,,579169.0,0.54,71.0,30.0,,
2016-12-04,,,,,,579169.0,0.54,71.0,30.0,,
2016-12-05,,,,,,579169.0,0.54,71.0,30.0,,
2016-12-06,,,,,,569492.0,0.54,71.0,30.0,,
2016-12-07,,,,,,569492.0,0.54,71.0,30.0,,
2016-12-08,,,,,,569492.0,0.54,71.0,30.0,,
2016-12-09,,,,,,569492.0,0.54,71.0,30.0,,
2016-12-10,,,,,,456468.0,0.54,71.0,30.0,,
2016-12-11,,,,,,456468.0,0.54,15.0,30.0,,
2016-12-12,,,,,,456468.0,0.54,15.0,30.0,,
2016-12-13,,,,,,456468.0,0.54,15.0,30.0,,
2016-12-14,,,,,,495462.0,0.54,15.0,30.0,,
2016-12-15,,,,,,495462.0,0.54,15.0,30.0,,
2016-12-16,,,,,,495462.0,0.54,15.0,30.0,,
2016-12-17,,,,,,495462.0,0.54,15.0,30.0,,
2016-12-18,,,,,,418499.0,0.54,19.0,30.0,,
2016-12-19,,,,,,418499.0,0.54,19.0,30.0,,
2016-12-20,,,,,,418499.0,0.54,19.0,30.0,,
2016-12-21,,,,,,418499.0,0.54,19.0,30.0,,
2016-12-22,,,,,,528879.0,0.54,19.0,30.0,,
2016-12-23,,,,,,528879.0,0.54,19.0,30.0,,
2016-12-24,,,,,,528879.0,0.54,19.0,30.0,,
2016-12-25,,,,,,528879.0,0.54,19.0,30.0,,
2016-12-26,,,,,,448558.0,0.54,19.0,30.0,,
2016-12-27,,,,,,448558.0,0.54,19.0,30.0,,
2016-12-28,,,,,,448558.0,0.54,19.0,30.0,,
2016-12-29,,,,,,448558.0,0.54,19.0,30.0,,
2016-12-30,,,,,,496025.0,0.54,19.0,30.0,,
2016-12-31,,,,,,496025.0,0.54,19.0,30.0,,
2017-01-01,,,,,,496025.0,0.65,19.0,30.0,,
2017-01-02,,,,,,496025.0,0.65,19.0,30.0,,
2017-01-03,,,,,,515024.0,0.65,19.0,30.0,,
2017-01-04,,,,,,515024.0,0.65,19.0,30.0,,
2017-01-05,,,,,,515024.0,0.65,19.0,30.0,,
2017-01-06,,,,,,515024.0,0.65,19.0,30.0,,
2017-01-07,,,,,,503341.0,0.65,19.0,30.0,,
2017-01-08,,,,,,503341.0,0.65,19.0,30.0,,
2017-01-09,,,,,,503341.0,0.65,19.0,30.0,,
2017-01-10,,,,,,503341.0,0.65,19.0,30.0,,
2017-01-11,,,,,,491693.0,0.65,19.0,30.0,,
2017-01-12,,,,,,491693.0,0.65,19.0,30.0,,
2017-01-13,,,,,,491693.0,0.65,19.0,30.0,,
2017-01-14,,,,,,491693.0,0.65,19.0,30.0,,
2017-01-15,,,,,,417279.0,0.65,19.0,30.0,,
2017-01-16,,,,,,417279.0,0.65,19.0,30.0,,
2017-01-17,,,,,,417279.0,0.65,19.0,30.0,,
2017-01-18,,,,,,417279.0,0.65,19.0,30.0,,
2017-01-19,,,,,,516339.0,0.65,19.0,30.0,,
2017-01-20,,,,,,516339.0,0.65,19.0,30.0,,
2017-01-21,,,,,,516339.0,0.65,19.0,30.0,,
2017-01-22,,,,,,516339.0,0.65,19.0,30.0,,
2017-01-23,,,,,,425650.0,0.65,19.0,30.0,,
2017-01-24,,,,,,425650.0,0.65,19.0,30.0,,
2017-01-25,,,,,,425650.0,0.65,19.0,30.0,,
2017-01-26,,,,,,425650.0,0.65,19.0,30.0,,
2017-01-27,,,,,,462951.0,0.65,19.0,30.0,,
2017-01-28,,,,,,462951.0,0.65,19.0,30.0,,
2017-01-29,,,,,,462951.0,0.65,19.0,30.0,,
2017-01-30,,,,,,462951.0,0.65,19.0,30.0,,
2017-01-31,,,,,,523037.0,0.65,19.0,30.0,,
2017-02-01,,,,,,523037.0,0.66,19.0,30.0,,
2017-02-02,,,,,,523037.0,0.66,19.0,30.0,,
2017-02-03,,,,,,523037.0,0.66,19.0,30.0,,
2017-02-04,,,,,,500098.0,0.66,19.0,30.0,,
2017-02-05,,,,,,500098.0,0.66,19.0,30.0,,
2017-02-06,,,,,,500098.0,0.66,19.0,30.0,,
2017-02-07,,,,,,500098.0,0.66,19.0,30.0,,
2017-02-08,,,,,,516491.0,0.66,19.0,30.0,,
2017-02-09,,,,,,516491.0,0.66,19.0,30.0,,
2017-02-10,,,,,,516491.0,0.66,19.0,30.0,,
2017-02-11,,,,,,516491.0,0.66,19.0,30.0,,
2017-02-12,,,,,,422085.0,0.66,19.0,30.0,,
2017-02-13,,,,,,422085.0,0.66,19.0,30.0,,
2017-02-14,,,,,,422085.0,0.66,19.0,30.0,,
2017-02-15,,,,,,422085.0,0.66,19.0,30.0,,
2017-02-16,,,,,,489190.0,0.66,19.0,30.0,,
2017-02-17,,,,,,489190.0,0.66,19.0,30.0,,
2017-02-18,,,,,,489190.0,0.66,19.0,30.0,,
2017-02-19,,,,,,489190.0,0.66,19.0,30.0,,
2017-02-20,,,,,,503953.0,0.66,19.0,30.0,,
2017-02-21,,,,,,503953.0,0.66,19.0,30.0,,
2017-02-22,,,,,,503953.0,0.66,19.0,30.0,,
2017-02-23,,,,,,503953.0,0.66,19.0,30.0,,
2017-02-24,,,,,,590852.0,0.66,19.0,30.0,,
2017-02-25,,,,,,590852.0,0.66,19.0,30.0,,
2017-02-26,,,,,,590852.0,0.66,19.0,30.0,,
2017-02-27,,,,,,590852.0,0.66,19.0,30.0,,
2017-02-28,,,,,,542157.0,0.66,19.0,30.0,,
2017-03-01,,,,,,542157.0,0.79,19.0,30.0,,
2017-03-02,,,,,,542157.0,0.79,19.0,30.0,,
2017-03-03,,,,,,542157.0,0.79,19.0,30.0,,
2017-03-04,,,,,,489858.0,0.79,19.0,30.0,,
2017-03-05,,,,,,489858.0,0.79,19.0,30.0,,
2017-03-06,,,,,,489858.0,0.79,19.0,30.0,,
2017-03-07,,,,,,489858.0,0.79,19.0,30.0,,
2017-03-08,,,,,,526233.0,0.79,19.0,30.0,,
2017-03-09,,,,,,526233.0,0.79,19.0,30.0,,
2017-03-10,,,,,,526233.0,0.79,19.0,30.0,,
2017-03-11,,,,,,526233.0,0.79,19.0,30.0,,
2017-03-12,,,,,,422479.0,0.79,19.0,30.0,,
2017-03-13,,,,,,422479.0,0.79,19.0,30.0,,
2017-03-14,,,,,,422479.0,0.79,19.0,30.0,,
2017-03-15,,,,,,422479.0,0.79,19.0,30.0,,
2017-03-16,,,,,,594406.0,0.79,19.0,30.0,,
2017-03-17,,,,,,594406.0,0.79,19.0,30.0,,
2017-03-18,,,,,,594406.0,0.79,19.0,30.0,,
2017-03-19,,,,,,594406.0,0.79,19.0,30.0,,
2017-03-20,,,,,,512638.0,0.79,19.0,30.0,,
2017-03-21,,,,,,512638.0,0.79,19.0,30.0,,
2017-03-22,,,,,,512638.0,0.79,19.0,30.0,,
2017-03-23,,,,,,512638.0,0.79,19.0,30.0,,
2017-03-24,,,,,,540390.0,0.79,19.0,30.0,,
2017-03-25,,,,,,540390.0,0.79,19.0,30.0,,
2017-03-26,,,,,,540390.0,0.79,19.0,30.0,,
2017-03-27,,,,,,540390.0,0.79,19.0,30.0,,
2017-03-28,,,,,,553957.0,0.79,19.0,30.0,,
2017-03-29,,,,,,553957.0,0.79,19.0,30.0,,
2017-03-30,,,,,,553957.0,0.79,19.0,30.0,,
2017-03-31,,,,,,553957.0,0.79,19.0,30.0,,
2017-04-01,,,,,,502791.0,0.9,19.0,30.0,,
2017-04-02,,,,,,502791.0,0.9,19.0,30.0,,
