date,active_addresses
2018-01-02,850802.0
2018-01-06,889099.0
2018-01-10,876990.0
2018-01-14,592042.0
2018-01-18,744190.0
2018-01-22,574421.0
2018-01-26,514622.0
2018-01-30,531441.0
2018-02-03,436197.0
2018-02-07,489403.0
2018-02-11,368625.0
2018-02-15,475030.0
2018-02-19,436342.0
2018-02-23,424503.0
2018-02-27,494788.0
2018-03-03,416967.0
2018-03-07,474917.0
2018-03-11,349041.0
2018-03-15,459150.0
2018-03-19,421648.0
2018-03-23,430897.0
2018-03-27,414091.0
2018-03-31,332753.0
2018-04-04,432978.0
2018-04-08,311300.0
2018-04-12,442158.0
2018-04-16,433712.0
2018-04-20,509923.0
2018-04-24,548252.0
2018-04-28,429929.0
2018-05-02,468951.0
2018-05-06,386315.0
2018-05-10,465046.0
2018-05-14,469798.0
2018-05-18,499648.0
2018-05-22,441616.0
2018-05-26,356716.0
2018-05-30,443065.0
2018-06-03,369975.0
2018-06-07,433804.0
2018-06-11,446188.0
2018-06-15,476263.0
2018-06-19,413610.0
2018-06-23,368137.0
2018-06-27,397242.0
2018-07-01,341862.0
2018-07-05,413998.0
2018-07-09,425385.0
2018-07-13,473175.0
2018-07-17,487160.0
2018-07-21,385950.0
2018-07-25,525952.0
2018-07-29,380501.0
2018-08-02,470017.0
2018-08-06,452410.0
2018-08-10,510030.0
2018-08-14,514445.0
2018-08-18,399289.0
2018-08-22,484463.0
2018-08-26,368938.0
2018-08-30,463657.0
2018-09-03,455957.0
2018-09-07,539383.0
2018-09-11,474061.0
2018-09-15,427958.0
2018-09-19,480228.0
2018-09-23,401264.0
2018-09-27,481908.0
2018-10-01,484983.0
2018-10-05,533087.0
2018-10-09,463257.0
2018-10-13,400481.0
2018-10-17,490531.0
2018-10-21,403199.0
2018-10-25,474715.0
2018-10-29,495174.0
2018-11-02,565269.0
2018-11-06,519342.0
2018-11-10,448643.0
2018-11-14,524970.0
2018-11-18,393876.0
2018-11-22,467175.0
2018-11-26,469613.0
2018-11-30,460123.0
2018-12-04,492965.0
2018-12-08,382550.0
2018-12-12,439270.0
2018-12-16,364388.0
2018-12-20,475406.0
2018-12-24,419725.0
2018-12-28,485694.0
