date,active_addresses
2014-09-19,143062.0
2014-09-23,163696.0
2014-09-27,141428.0
2014-10-01,184302.0
2014-10-05,220026.0
2014-10-09,159411.0
2014-10-13,181958.0
2014-10-17,157606.0
2014-10-22,171493.0
2014-10-26,184703.0
2014-10-30,176402.0
2014-11-03,173647.0
2014-11-07,163758.0
2014-11-11,170263.0
2014-11-15,150621.0
2014-11-19,172491.0
2014-11-23,223748.0
2014-11-27,181363.0
2014-12-01,181684.0
2014-12-05,194196.0
2014-12-09,186519.0
2014-12-13,155092.0
2014-12-17,209988.0
2014-12-21,205666.0
2014-12-25,140109.0
2014-12-29,163563.0
