date,active_addresses
2025-01-04,514543.0
2025-01-08,545474.0
2025-01-12,478512.0
2025-01-16,552617.0
2025-01-20,611603.0
2025-01-24,555324.0
2025-01-28,526610.0
2025-02-01,547939.0
2025-02-05,549668.0
2025-02-09,458209.0
2025-02-13,554664.0
2025-02-17,481661.0
2025-02-21,539520.0
2025-02-25,593036.0
2025-03-01,537837.0
2025-03-05,553079.0
2025-03-09,468931.0
2025-03-13,548028.0
2025-03-17,511394.0
2025-03-21,542213.0
2025-03-25,537123.0
2025-03-29,491096.0
2025-04-02,561041.0
2025-04-06,468285.0
2025-04-10,559681.0
2025-04-14,531419.0
2025-04-18,515292.0
2025-04-22,569473.0
2025-04-26,486530.0
2025-04-30,558028.0
2025-05-04,446087.0
2025-05-08,592201.0
2025-05-12,532368.0
2025-05-16,539053.0
2025-05-20,536030.0
2025-05-24,500617.0
2025-05-28,546095.0
2025-06-01,452800.0
2025-06-05,562558.0
