date,active_addresses
2020-01-01,389706.0
2020-01-05,459065.0
2020-01-09,553318.0
2020-01-13,501600.0
2020-01-17,562153.0
2020-01-21,544525.0
2020-01-25,461312.0
2020-01-29,573372.0
2020-02-02,501222.0
2020-02-06,552411.0
2020-02-10,526825.0
2020-02-14,564227.0
2020-02-18,569291.0
2020-02-22,525819.0
2020-02-26,588558.0
2020-03-01,505885.0
2020-03-05,603996.0
2020-03-09,606002.0
2020-03-14,517382.0
2020-03-18,476482.0
2020-03-22,409829.0
2020-03-26,539881.0
2020-03-30,535787.0
2020-04-03,548300.0
2020-04-07,598670.0
2020-04-11,474445.0
2020-04-15,612959.0
2020-04-19,485888.0
2020-04-23,666919.0
2020-04-27,629817.0
2020-05-01,680654.0
2020-05-05,652289.0
2020-05-09,631542.0
2020-05-13,619855.0
2020-05-17,495954.0
2020-05-21,624412.0
2020-05-26,605213.0
2020-05-30,556912.0
2020-06-03,646746.0
2020-06-07,487527.0
2020-06-11,673800.0
2020-06-15,606713.0
2020-06-19,674050.0
2020-06-23,704215.0
2020-06-27,546558.0
2020-07-01,758469.0
2020-07-05,509206.0
2020-07-09,708162.0
2020-07-13,638906.0
2020-07-17,629600.0
2020-07-21,660884.0
2020-07-25,619497.0
2020-07-29,717842.0
2020-08-02,616214.0
2020-08-06,762479.0
2020-08-10,683507.0
2020-08-14,755913.0
2020-08-18,739835.0
2020-08-22,649053.0
2020-08-26,696908.0
2020-08-30,555079.0
2020-09-03,691592.0
2020-09-07,672721.0
2020-09-11,677215.0
2020-09-15,718787.0
2020-09-19,624125.0
2020-09-23,733591.0
2020-09-27,538619.0
2020-10-01,679937.0
2020-10-05,635097.0
2020-10-09,714645.0
2020-10-13,732250.0
2020-10-17,586741.0
2020-10-21,687152.0
2020-10-25,547380.0
2020-10-29,652778.0
2020-11-02,543348.0
2020-11-06,756129.0
2020-11-10,684892.0
2020-11-14,613373.0
2020-11-18,807705.0
2020-11-22,587237.0
2020-11-26,736612.0
2020-11-30,623554.0
2020-12-04,729984.0
2020-12-08,737193.0
2020-12-12,654893.0
2020-12-16,751162.0
2020-12-20,638816.0
2020-12-24,639280.0
2020-12-28,717073.0
