Price,Close,High,Low,Open,Volume
Ticker,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD
Date,,,,,
2019-01-01,140.8194122314453,141.3975067138672,132.6507110595703,133.41815185546875,2258709868
2019-01-02,155.0476837158203,156.92913818359375,140.6509552001953,141.51951599121094,3328240369
2019-01-03,149.135009765625,155.86305236816406,147.1983642578125,155.196044921875,2676164880
2019-01-04,154.58193969726562,156.8789825439453,147.9071044921875,148.9128875732422,3126192535
2019-01-05,155.6385955810547,160.82489013671875,154.33741760253906,154.33741760253906,3338211928
2019-01-06,157.74620056152344,159.37144470214844,152.08592224121094,155.80422973632812,3231294371
2019-01-07,151.69921875,158.45042419433594,151.15072631835938,157.8094940185547,2712108388
2019-01-08,150.35963439941406,153.6257781982422,148.66954040527344,151.96754455566406,2459808140
2019-01-09,150.80311584472656,153.62225341796875,150.2883758544922,150.5546875,2369241197
2019-01-10,128.62518310546875,152.1482696533203,126.52937316894531,150.843505859375,3397734456
2019-01-11,127.54832458496094,130.1659393310547,125.24494171142578,127.81396484375,2667585234
2019-01-12,125.9665298461914,128.66612243652344,125.4467544555664,127.52808380126953,2212109224
2019-01-13,116.8978042602539,126.26787567138672,116.08596801757812,125.9072265625,2268263944
2019-01-14,129.0687255859375,130.8567352294922,116.96755981445312,116.97909545898438,2798085735
2019-01-15,122.03271484375,130.74356079101562,120.3115234375,129.1726837158203,2735449164
2019-01-16,123.54706573486328,127.11824798583984,121.44141387939453,121.80924224853516,2746469340
2019-01-17,123.7419204711914,124.27072143554688,120.81703186035156,123.57353973388672,2594091285
2019-01-18,121.01026153564453,123.84169006347656,120.24189758300781,123.65465545654297,2305389800
2019-01-19,124.5190200805664,125.90422821044922,121.1610336303711,121.61442565917969,3048261797
2019-01-20,119.4748306274414,125.07038879394531,118.70232391357422,124.63240051269531,2964108269
2019-01-21,117.15785217285156,119.71543884277344,116.15744018554688,119.63645935058594,2421720343
2019-01-22,118.74755096435547,119.66434478759766,114.67668151855469,117.11075592041016,2552507405
2019-01-23,117.45260620117188,119.42279815673828,116.37664794921875,118.71381378173828,2556952198
2019-01-24,117.36288452148438,118.0321044921875,116.00679779052734,117.46278381347656,2520843420
2019-01-25,116.37834167480469,117.80299377441406,115.83015441894531,117.59495544433594,2606881898
2019-01-26,116.48873901367188,118.08411407470703,115.98057556152344,116.37352752685547,2412181169
2019-01-27,113.40528869628906,116.68540954589844,113.40528869628906,116.51031494140625,2775888287
2019-01-28,106.58997344970703,113.688232421875,103.33646392822266,113.28523254394531,3366895505
2019-01-29,105.59821319580078,107.16578674316406,103.99922943115234,106.72195434570312,2900418606
2019-01-30,108.90753936767578,109.4529800415039,104.84379577636719,105.4072036743164,2874370355
2019-01-31,107.0610122680664,110.45835876464844,106.52535247802734,108.90077209472656,2828796031
2019-02-01,107.60978698730469,108.63871002197266,105.04650115966797,107.1476821899414,2541271519
2019-02-02,110.43025970458984,110.65387725830078,106.7640151977539,107.46641540527344,2385157838
2019-02-03,107.49266815185547,110.82735443115234,106.5639877319336,110.49031829833984,2519334757
2019-02-04,107.82160186767578,108.70103454589844,107.06742095947266,107.62582397460938,2491888675
2019-02-05,107.44351959228516,108.1347885131836,106.90989685058594,107.62816619873047,2515863999
2019-02-06,104.9192886352539,107.56930541992188,102.93456268310547,107.56930541992188,2593048199
2019-02-07,104.5353012084961,106.05887603759766,104.40913391113281,104.83577728271484,2326764622
2019-02-08,119.26774597167969,119.80581665039062,104.1944351196289,104.64505004882812,3656841347
2019-02-09,119.4308853149414,120.68973541259766,118.00040435791016,119.214111328125,2884650400
2019-02-10,124.80648803710938,124.85362243652344,117.10577392578125,119.40896606445312,3148766590
2019-02-11,121.29839324951172,124.87153625488281,120.31175231933594,124.87153625488281,3222473887
2019-02-12,122.5722885131836,123.46829986572266,119.60002136230469,121.17857360839844,3149576429
2019-02-13,122.55360412597656,125.55069732666016,121.61249542236328,122.5442886352539,3386585799
2019-02-14,121.39020538330078,124.45198822021484,121.33489227294922,122.41698455810547,3331701628
2019-02-15,122.10038757324219,123.66012573242188,121.37191772460938,121.45369720458984,3021741615
2019-02-16,123.26021575927734,124.13481140136719,122.29530334472656,122.39645385742188,2905833287
2019-02-17,133.598876953125,134.46009826660156,123.09161376953125,123.18208312988281,4236081130
2019-02-18,146.09837341308594,147.68658447265625,133.00193786621094,133.0325469970703,5387525773
2019-02-19,145.34619140625,149.9299774169922,145.1284637451172,146.39881896972656,5310842625
2019-02-20,149.55433654785156,149.55433654785156,142.5021209716797,145.1727294921875,4500094965
2019-02-21,146.13084411621094,149.35232543945312,144.56381225585938,149.35232543945312,3995766856
2019-02-22,149.0924530029297,149.26861572265625,145.20654296875,146.07325744628906,3731099284
2019-02-23,158.79542541503906,159.12586975097656,147.3310546875,148.67662048339844,4519468458
2019-02-24,135.8526611328125,165.54962158203125,135.8526611328125,158.90240478515625,5957715043
2019-02-25,139.82286071777344,142.52557373046875,135.4838409423828,135.49972534179688,4914392068
2019-02-26,138.0896759033203,139.9764404296875,136.57960510253906,139.64608764648438,3791292839
2019-02-27,136.12596130371094,141.3362274169922,131.60292053222656,138.02957153320312,4469776860
2019-02-28,136.74624633789062,138.84713745117188,135.6575927734375,136.2830810546875,4535438953
2019-03-01,136.44361877441406,138.99526977539062,136.43478393554688,136.83624267578125,3756124824
