Price,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Date,,,,,
2017-01-01,998.3250122070312,1003.0800170898438,958.698974609375,963.6580200195312,147775008
2017-01-02,1021.75,1031.3900146484375,996.7020263671875,998.6170043945312,222184992
2017-01-03,1043.8399658203125,1044.0799560546875,1021.5999755859375,1021.5999755859375,185168000
2017-01-04,1154.72998046875,1159.4200439453125,1044.4000244140625,1044.4000244140625,344945984
2017-01-05,1013.3800048828125,1191.0999755859375,910.4169921875,1156.72998046875,510199008
2017-01-06,902.2009887695312,1046.81005859375,883.9439697265625,1014.239990234375,351876000
2017-01-07,908.5850219726562,908.5850219726562,823.5560302734375,903.4869995117188,279550016
2017-01-08,911.198974609375,942.7239990234375,887.2490234375,908.1749877929688,158715008
2017-01-09,902.8280029296875,913.6859741210938,879.8070068359375,913.2440185546875,141876992
2017-01-10,907.6790161132812,914.8729858398438,901.0599975585938,902.4400024414062,115808000
2017-01-11,777.7570190429688,919.447998046875,762.7650146484375,908.114990234375,310928992
2017-01-12,804.833984375,826.2459716796875,755.7559814453125,775.177978515625,222326000
2017-01-13,823.9840087890625,829.0009765625,780.0029907226562,803.7369995117188,168968000
2017-01-14,818.4119873046875,835.0850219726562,812.4559936523438,825.1420288085938,93063296
2017-01-15,821.7979736328125,823.3070068359375,812.8709716796875,818.1420288085938,71013600
2017-01-16,831.5339965820312,834.530029296875,820.27099609375,821.7830200195312,82755200
2017-01-17,907.93798828125,910.5609741210938,830.7960205078125,830.9459838867188,155095008
2017-01-18,886.6179809570312,917.4990234375,858.3040161132812,909.3729858398438,225676992
2017-01-19,899.072998046875,904.614013671875,884.3380126953125,888.3350219726562,105625000
2017-01-20,895.0260009765625,899.3980102539062,887.0079956054688,898.1719970703125,86728400
2017-01-21,921.7890014648438,927.3670043945312,895.5349731445312,895.5490112304688,111158000
2017-01-22,924.6729736328125,937.5250244140625,897.5640258789062,922.2050170898438,116573000
2017-01-23,921.0120239257812,928.2659912109375,916.7379760742188,925.4990234375,73588600
2017-01-24,892.68701171875,924.14501953125,892.2860107421875,910.677001953125,111349000
2017-01-25,901.5419921875,903.2520141601562,891.68701171875,891.9240112304688,120831000
2017-01-26,917.5859985351562,919.3259887695312,902.2239990234375,902.39501953125,131958000
