date,interest_rate
1965-01-01,3.9
1965-02-01,3.98
1965-03-01,4.05
1965-04-01,4.09
1965-05-01,4.1
1965-06-01,4.05
1965-07-01,4.09
1965-08-01,4.12
1965-09-01,4.02
1965-10-01,4.08
1965-11-01,4.1
1965-12-01,4.32
