date,interest_rate
1977-01-01,4.61
1977-02-01,4.68
1977-03-01,4.69
1977-04-01,4.73
1977-05-01,5.35
1977-06-01,5.39
1977-07-01,5.42
1977-08-01,5.9
1977-09-01,6.14
1977-10-01,6.47
1977-11-01,6.51
1977-12-01,6.56
