date,interest_rate
2002-01-01,1.73
2002-02-01,1.74
2002-03-01,1.73
2002-04-01,1.75
2002-05-01,1.75
2002-06-01,1.75
2002-07-01,1.73
2002-08-01,1.74
2002-09-01,1.75
2002-10-01,1.75
2002-11-01,1.34
2002-12-01,1.24
