Price,Close,High,Low,Open,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Date,,,,,
2012-01-03,1277.06005859375,1284.6199951171875,1258.8599853515625,1258.8599853515625,3943710000
2012-01-04,1277.300048828125,1278.72998046875,1268.0999755859375,1277.030029296875,3592580000
2012-01-05,1281.06005859375,1283.050048828125,1265.260009765625,1277.300048828125,4315950000
2012-01-06,1277.81005859375,1281.8399658203125,1273.3399658203125,1280.9300537109375,3656830000
2012-01-09,1280.699951171875,1281.989990234375,1274.550048828125,1277.8299560546875,3371600000
2012-01-10,1292.0799560546875,1296.4599609375,1280.77001953125,1280.77001953125,4221960000
2012-01-11,1292.47998046875,1293.800048828125,1285.4100341796875,1292.02001953125,3968120000
2012-01-12,1295.5,1296.8199462890625,1285.77001953125,1292.47998046875,4019890000
2012-01-13,1289.0899658203125,1294.8199462890625,1277.5799560546875,1294.8199462890625,3692370000
2012-01-17,1293.6700439453125,1303.0,1290.219970703125,1290.219970703125,4010490000
2012-01-18,1308.0400390625,1308.1099853515625,1290.989990234375,1293.6500244140625,4096160000
2012-01-19,1314.5,1315.489990234375,1308.0699462890625,1308.0699462890625,4465890000
2012-01-20,1315.3800048828125,1315.3800048828125,1309.1700439453125,1314.489990234375,3912620000
2012-01-23,1316.0,1322.280029296875,1309.8900146484375,1315.2900390625,3770910000
2012-01-24,1314.6500244140625,1315.9599609375,1306.06005859375,1315.9599609375,3693560000
2012-01-25,1326.06005859375,1328.300048828125,1307.6500244140625,1314.4000244140625,4410910000
2012-01-26,1318.4300537109375,1333.469970703125,1313.5999755859375,1326.280029296875,4522070000
2012-01-27,1316.3299560546875,1320.06005859375,1311.719970703125,1318.25,4007380000
2012-01-30,1313.010009765625,1316.1600341796875,1300.489990234375,1316.1600341796875,3659010000
2012-01-31,1312.4100341796875,1321.4100341796875,1306.68994140625,1313.530029296875,4235550000
2012-02-01,1324.0899658203125,1330.52001953125,1312.449951171875,1312.449951171875,4504360000
2012-02-02,1325.5400390625,1329.18994140625,1321.5699462890625,1324.239990234375,4120920000
2012-02-03,1344.9000244140625,1345.3399658203125,1326.2099609375,1326.2099609375,4608550000
2012-02-06,1344.3299560546875,1344.3599853515625,1337.52001953125,1344.3199462890625,3379700000
2012-02-07,1347.050048828125,1349.239990234375,1335.9200439453125,1344.3299560546875,3742460000
2012-02-08,1349.9599609375,1351.0,1341.949951171875,1347.0400390625,4096730000
2012-02-09,1351.949951171875,1354.3199462890625,1344.6300048828125,1349.969970703125,4209890000
2012-02-10,1342.6400146484375,1351.2099609375,1337.3499755859375,1351.2099609375,3877580000
2012-02-13,1351.77001953125,1353.3499755859375,1343.06005859375,1343.06005859375,3618040000
2012-02-14,1350.5,1351.300048828125,1340.8299560546875,1351.300048828125,3889520000
2012-02-15,1343.22998046875,1355.8699951171875,1340.800048828125,1350.52001953125,4080340000
